player_id,churn_probability,risk_tier
PSN-00144,9.745622911480637e-06,Low Risk
PSN-00145,0.9995181228623872,Critical
PSN-00147,1.4645114398823898e-05,Low Risk
PSN-00149,7.217259896837908e-06,Low Risk
PSN-00150,1.047859671573659e-05,Low Risk
PSN-00152,1.0300958839869073e-05,Low Risk
PSN-00153,1.565609396997246e-05,Low Risk
PSN-00156,1.0386743354815072e-05,Low Risk
PSN-00158,0.9997370578568553,Critical
PSN-00159,7.3777714584863785e-06,Low Risk
PSN-00160,2.042858937150236e-05,Low Risk
PSN-00162,1.3256975047131498e-06,Low Risk
PSN-00163,1.060156655930404e-05,Low Risk
PSN-00164,1.0115406994350724e-05,Low Risk
PSN-00167,1.1896050142606758e-05,Low Risk
PSN-00168,5.153499041891739e-06,Low Risk
PSN-00169,3.306103449821404e-05,Low Risk
PSN-00171,0.9999636512164559,Critical
PSN-00172,2.7708377595501917e-05,Low Risk
PSN-00173,0.9978866891297671,Critical
PSN-00174,8.244347574776922e-06,Low Risk
PSN-00175,9.048051304308717e-06,Low Risk
PSN-00177,1.2207438057978697e-05,Low Risk
PSN-00179,0.9998417804370858,Critical
PSN-00181,0.14705521884806086,Low Risk
PSN-00182,0.9999451878355309,Critical
PSN-00183,7.96278758629511e-06,Low Risk
PSN-00185,9.57273635005723e-06,Low Risk
PSN-00186,8.381563824816049e-07,Low Risk
PSN-00188,0.990946575167067,Critical
PSN-00189,4.429695699976419e-06,Low Risk
PSN-00191,2.428750798457566e-06,Low Risk
PSN-00192,7.707900999259736e-06,Low Risk
PSN-00193,0.0001657940288202861,Low Risk
PSN-00194,7.91878248628938e-06,Low Risk
PSN-00195,8.710896806246175e-06,Low Risk
PSN-00199,2.0193017598911187e-05,Low Risk
PSN-00200,1.2995913562084819e-05,Low Risk
PSN-00201,2.1328624708467803e-05,Low Risk
PSN-00203,7.509304606815451e-06,Low Risk
PSN-00204,9.639743148890141e-06,Low Risk
PSN-00205,0.9743834591471184,Critical
PSN-00206,3.321929077408793e-05,Low Risk
PSN-00208,1.7112341688279038e-05,Low Risk
PSN-00209,0.9999125296937538,Critical
PSN-00210,5.777251450642571e-06,Low Risk
PSN-00211,1.6281932631544057e-05,Low Risk
PSN-00212,6.7474585816309936e-06,Low Risk
PSN-00214,0.9998775657543956,Critical
PSN-00215,0.9999083146855182,Critical
PSN-00216,3.1032759195555825e-05,Low Risk
PSN-00217,0.9999529397327536,Critical
PSN-00218,0.7138947035517829,Critical
PSN-00219,7.814724909537319e-07,Low Risk
PSN-00220,3.018976568459071e-06,Low Risk
PSN-00221,9.977994464494891e-06,Low Risk
PSN-00224,2.9793375734576035e-05,Low Risk
PSN-00225,0.9775416338307916,Critical
PSN-00226,1.4282975224335413e-05,Low Risk
PSN-00228,1.094723462912783e-05,Low Risk
PSN-00229,1.928696084310939e-05,Low Risk
PSN-00230,7.624160499427187e-07,Low Risk
PSN-00231,1.1154432699821532e-05,Low Risk
PSN-00233,1.5220699587086905e-05,Low Risk
PSN-00235,0.9628242942760415,Critical
PSN-00236,1.42650854032667e-05,Low Risk
PSN-00237,1.1673723205909516e-05,Low Risk
PSN-00238,7.657566374754725e-06,Low Risk
PSN-00239,1.0032312658851205e-05,Low Risk
PSN-00240,2.248104238544041e-05,Low Risk
PSN-00242,2.844893343862565e-05,Low Risk
PSN-00244,1.967880372568774e-05,Low Risk
PSN-00246,1.0514007829861018e-05,Low Risk
PSN-00247,1.6253167531518594e-05,Low Risk
PSN-00248,0.9998618479019834,Critical
PSN-00249,9.084814250475786e-06,Low Risk
PSN-00251,0.999385651893764,Critical
PSN-00252,0.9945111744149262,Critical
PSN-00253,7.99502705816925e-06,Low Risk
PSN-00256,0.9998726546625011,Critical
PSN-00257,6.945098607765853e-07,Low Risk
PSN-00258,9.815571635303168e-06,Low Risk
PSN-00259,8.068076084907624e-06,Low Risk
PSN-00261,5.075730678430315e-06,Low Risk
PSN-00263,0.9998568103711027,Critical
PSN-00264,0.9998063748680917,Critical
PSN-00265,2.872509818602901e-05,Low Risk
PSN-00266,1.1508340170139094e-05,Low Risk
PSN-00267,6.636988312881886e-06,Low Risk
PSN-00268,1.3400513287894915e-05,Low Risk
PSN-00269,1.9313046521232687e-05,Low Risk
PSN-00270,2.058839525935426e-06,Low Risk
PSN-00272,1.2393651089886456e-05,Low Risk
PSN-00273,9.547384580616004e-07,Low Risk
PSN-00277,1.4459690426852968e-05,Low Risk
PSN-00278,0.9997891474263123,Critical
PSN-00280,2.233506136428762e-05,Low Risk
PSN-00281,0.97343993375672,Critical
PSN-00282,1.6242902724689567e-05,Low Risk
PSN-00283,1.6036498493719706e-06,Low Risk
PSN-00284,0.9998860159887778,Critical
PSN-00286,2.9863616718002224e-06,Low Risk
PSN-00288,2.18455725817944e-05,Low Risk
PSN-00289,4.843471759570717e-06,Low Risk
PSN-00290,0.00028692811009338486,Low Risk
PSN-00291,1.977731303409187e-05,Low Risk
PSN-00292,0.07882032888377867,Low Risk
PSN-00293,9.737822899021584e-06,Low Risk
PSN-00296,7.931355503453878e-06,Low Risk
PSN-00297,5.3863787150862235e-06,Low Risk
PSN-00298,0.9998898480307113,Critical
PSN-00299,4.89625963200534e-06,Low Risk
PSN-00301,1.375101240875423e-05,Low Risk
PSN-00302,1.3382164760188909e-05,Low Risk
PSN-00303,0.9846893006701174,Critical
PSN-00304,0.9678752032088913,Critical
PSN-00305,1.407539647457886e-05,Low Risk
PSN-00306,1.597494402676569e-05,Low Risk
PSN-00307,7.103795654516138e-06,Low Risk
PSN-00308,3.02674000210148e-05,Low Risk
PSN-00309,2.1704135197901808e-05,Low Risk
PSN-00310,3.5771217137058015e-06,Low Risk
PSN-00311,2.6691837463661213e-05,Low Risk
PSN-00312,1.0459482751719238e-05,Low Risk
PSN-00313,2.3818795851506134e-05,Low Risk
PSN-00315,2.8453349036786053e-05,Low Risk
PSN-00316,1.5382160952020046e-05,Low Risk
PSN-00318,6.28541003907519e-06,Low Risk
PSN-00319,4.1112194765635506e-05,Low Risk
PSN-00320,0.6178933261074406,Critical
PSN-00322,1.4475863444104504e-05,Low Risk
PSN-00324,0.00010075222857522026,Low Risk
PSN-00325,1.7207089529117935e-05,Low Risk
PSN-00327,2.9956596511555062e-05,Low Risk
PSN-00328,7.127857061021465e-06,Low Risk
PSN-00329,1.5720633076701934e-05,Low Risk
PSN-00332,3.6475072900265894e-05,Low Risk
PSN-00333,0.9515057313847215,Critical
PSN-00334,1.5964919835137703e-05,Low Risk
PSN-00335,5.2461216830108645e-06,Low Risk
PSN-00336,1.49721505247624e-05,Low Risk
PSN-00337,1.2660708195023813e-05,Low Risk
PSN-00338,9.57273635005723e-06,Low Risk
PSN-00339,1.163877433718164e-05,Low Risk
PSN-00340,0.0006343202077350827,Low Risk
PSN-00341,1.7911094395761405e-05,Low Risk
PSN-00342,0.9994670103212817,Critical
PSN-00343,1.4578814486350603e-05,Low Risk
PSN-00344,0.8670550456465617,Critical
PSN-00345,2.1389775006450242e-05,Low Risk
PSN-00347,9.170652378134558e-06,Low Risk
PSN-00350,0.9999520968446346,Critical
PSN-00351,1.0612864439833951e-05,Low Risk
PSN-00353,0.9999499531267472,Critical
PSN-00354,2.9976632907683194e-05,Low Risk
PSN-00355,0.9995689926105096,Critical
PSN-00356,2.0653023696128275e-05,Low Risk
PSN-00358,2.0446007019136293e-05,Low Risk
PSN-00360,8.610984611541619e-06,Low Risk
PSN-00361,7.148198104411708e-06,Low Risk
PSN-00362,0.9999566960518621,Critical
PSN-00363,1.57672551255873e-05,Low Risk
PSN-00364,8.911137796122907e-06,Low Risk
PSN-00365,0.999905101387429,Critical
PSN-00366,0.9998000068580588,Critical
PSN-00367,0.9999722563756599,Critical
PSN-00369,0.00013271508870022107,Low Risk
PSN-00370,0.49417877958284623,High Risk
PSN-00373,1.0693986895980208e-05,Low Risk
PSN-00374,9.412447530813612e-06,Low Risk
PSN-00375,1.8142743859925896e-05,Low Risk
PSN-00376,1.3487543045553795e-05,Low Risk
PSN-00380,6.977589812407047e-06,Low Risk
PSN-00381,1.6525394241696382e-05,Low Risk
PSN-00382,0.9998837068398357,Critical
PSN-00383,1.5874359342986987e-05,Low Risk
PSN-00384,1.6211034228896218e-05,Low Risk
PSN-00385,1.452150433257459e-05,Low Risk
PSN-00386,0.9819334272099771,Critical
PSN-00387,0.9997454327188052,Critical
PSN-00388,2.774623680742123e-05,Low Risk
PSN-00389,0.752767472651857,Critical
PSN-00391,1.0340028127760621e-05,Low Risk
PSN-00392,1.694446878933506e-05,Low Risk
PSN-00394,1.2591242429278814e-06,Low Risk
PSN-00396,1.2089283741899431e-05,Low Risk
PSN-00397,1.578938676058158e-05,Low Risk
PSN-00400,6.429895358163367e-06,Low Risk
PSN-00401,0.0008884990997104598,Low Risk
PSN-00404,7.230938623489851e-06,Low Risk
PSN-00405,0.00029379535873990645,Low Risk
PSN-00406,1.0751717559950924e-06,Low Risk
PSN-00407,0.9918928490016593,Critical
PSN-00408,2.0673789144367176e-05,Low Risk
PSN-00409,0.997948135764451,Critical
PSN-00411,1.3223524829737024e-05,Low Risk
PSN-00412,6.898251171835061e-06,Low Risk
PSN-00413,0.999856571540973,Critical
PSN-00414,1.3338183851259849e-05,Low Risk
PSN-00415,6.273652194990929e-06,Low Risk
PSN-00418,9.457915329280937e-06,Low Risk
PSN-00419,0.9409345803914831,Critical
PSN-00420,9.062959371774133e-06,Low Risk
PSN-00421,7.950566863744745e-06,Low Risk
PSN-00422,8.527090699433974e-06,Low Risk
PSN-00424,3.60499426271509e-05,Low Risk
PSN-00427,0.6533368693095829,Critical
PSN-00428,6.873114504524882e-06,Low Risk
PSN-00430,0.9058562959007478,Critical
PSN-00431,9.534678433972689e-06,Low Risk
PSN-00432,2.0234986907515464e-05,Low Risk
PSN-00433,0.9764567962533862,Critical
PSN-00434,1.376277668749602e-05,Low Risk
PSN-00435,1.2197105597297627e-05,Low Risk
PSN-00436,8.479796552610131e-06,Low Risk
PSN-00437,1.4003063344919053e-05,Low Risk
PSN-00438,4.5912788690142136e-05,Low Risk
PSN-00439,1.1210008047286376e-05,Low Risk
PSN-00440,0.9998190856322382,Critical
PSN-00441,1.1449036440002214e-06,Low Risk
PSN-00442,1.0169687566219385e-05,Low Risk
PSN-00443,1.5478931544803487e-05,Low Risk
PSN-00444,2.170404696223771e-05,Low Risk
PSN-00446,0.9999757791654967,Critical
PSN-00448,1.275920287239213e-05,Low Risk
PSN-00449,9.663239177258433e-06,Low Risk
PSN-00450,1.0409513486748222e-05,Low Risk
PSN-00451,0.9994657675085391,Critical
PSN-00452,0.9994054611293723,Critical
PSN-00453,1.4288103283515859e-05,Low Risk
PSN-00454,2.1353392284507924e-05,Low Risk
PSN-00455,9.100599236067694e-06,Low Risk
PSN-00456,7.786468284970481e-06,Low Risk
PSN-00457,6.801172746449295e-06,Low Risk
PSN-00458,1.3692116754224394e-05,Low Risk
PSN-00459,1.5500243733761087e-05,Low Risk
PSN-00461,5.6554285815611885e-06,Low Risk
PSN-00463,1.016655479377442e-05,Low Risk
PSN-00464,1.0645734573620458e-05,Low Risk
PSN-00465,1.0088569850428032e-05,Low Risk
PSN-00466,8.23463000587385e-06,Low Risk
PSN-00467,1.9692826745078644e-05,Low Risk
PSN-00468,7.540958442210907e-06,Low Risk
PSN-00469,1.2980874000661823e-05,Low Risk
PSN-00470,2.7147350868569082e-05,Low Risk
PSN-00471,3.3033316836086806e-05,Low Risk
PSN-00472,8.448540296215363e-06,Low Risk
PSN-00473,1.0317624809429761e-05,Low Risk
PSN-00475,0.9999798401788472,Critical
PSN-00476,1.1899413272016219e-05,Low Risk
PSN-00477,1.049954574597465e-05,Low Risk
PSN-00478,1.4730108717271651e-06,Low Risk
PSN-00479,1.745834108593452e-05,Low Risk
PSN-00480,6.29807799625197e-06,Low Risk
PSN-00482,1.6646582861291685e-05,Low Risk
PSN-00484,1.4746462616557889e-05,Low Risk
PSN-00485,4.5510927705963385e-06,Low Risk
PSN-00487,1.357843134974394e-05,Low Risk
PSN-00489,1.4723907257623654e-05,Low Risk
PSN-00490,1.6592015883601e-05,Low Risk
PSN-00492,0.999796528274557,Critical
PSN-00493,5.020406319270469e-06,Low Risk
PSN-00494,0.9999751116248411,Critical
PSN-00495,0.9967003713639281,Critical
PSN-00497,1.3785468133214355e-05,Low Risk
PSN-00498,1.5923825808345625e-05,Low Risk
PSN-00499,1.9408045888388963e-05,Low Risk
PSN-00501,0.9996360421959916,Critical
PSN-00504,1.0556051265504446e-05,Low Risk
PSN-00505,2.371472004922793e-05,Low Risk
PSN-00506,1.1117949228144069e-05,Low Risk
PSN-00507,1.4734330868269941e-05,Low Risk
PSN-00508,2.8434390597824784e-05,Low Risk
PSN-00509,6.358937198509389e-06,Low Risk
PSN-00510,1.5040843598589118e-05,Low Risk
PSN-00511,3.311423907972698e-05,Low Risk
PSN-00512,3.0631456989195473e-05,Low Risk
PSN-00513,1.4756051839352361e-05,Low Risk
PSN-00514,2.647383206190911e-05,Low Risk
PSN-00515,7.216918614578491e-06,Low Risk
PSN-00516,1.3554707611231579e-05,Low Risk
PSN-00518,1.8212103639625098e-05,Low Risk
PSN-00519,1.5250647574019117e-05,Low Risk
PSN-00520,0.986408288572697,Critical
PSN-00521,1.0845863077653225e-05,Low Risk
PSN-00522,2.7265370252489324e-06,Low Risk
PSN-00524,2.778101153225216e-05,Low Risk
PSN-00525,9.450616069474946e-06,Low Risk
PSN-00526,4.236923926365886e-06,Low Risk
PSN-00527,1.6979447155521328e-05,Low Risk
PSN-00529,1.0132692136254825e-05,Low Risk
PSN-00532,2.546689482088399e-05,Low Risk
PSN-00534,9.28901554256489e-06,Low Risk
PSN-00535,1.780271387682002e-05,Low Risk
PSN-00536,8.852751637428138e-06,Low Risk
PSN-00537,8.061615146422088e-06,Low Risk
PSN-00538,3.170432970367102e-05,Low Risk
PSN-00539,0.6160993155480439,Critical
PSN-00541,2.7317410245985657e-05,Low Risk
PSN-00542,0.982945504288668,Critical
PSN-00543,2.232526345262833e-05,Low Risk
PSN-00544,8.670128943605427e-06,Low Risk
PSN-00545,1.2818647414975714e-06,Low Risk
PSN-00546,1.3853368259364212e-05,Low Risk
PSN-00547,1.2083830924449985e-05,Low Risk
PSN-00548,5.634121727175213e-06,Low Risk
PSN-00549,1.039371522713811e-05,Low Risk
PSN-00550,1.1813395881020421e-05,Low Risk
PSN-00551,4.0452936755992064e-06,Low Risk
PSN-00552,6.485447655920926e-06,Low Risk
PSN-00553,0.9503251140811892,Critical
PSN-00554,1.3413553473970399e-05,Low Risk
PSN-00555,6.348409152347863e-06,Low Risk
PSN-00556,1.6603113561161333e-05,Low Risk
PSN-00558,0.9700136099791531,Critical
PSN-00559,1.5272476980058046e-05,Low Risk
PSN-00560,7.101255721313459e-07,Low Risk
PSN-00561,9.072335931426196e-06,Low Risk
PSN-00563,0.9999762101843759,Critical
PSN-00564,2.0940531986378597e-05,Low Risk
PSN-00567,9.591738707755583e-07,Low Risk
PSN-00568,1.1779917202001175e-05,Low Risk
PSN-00571,0.9235785315536984,Critical
PSN-00572,1.3916077845931467e-05,Low Risk
PSN-00573,3.370184487163245e-05,Low Risk
PSN-00574,0.656959939377338,Critical
PSN-00576,0.0015224517857530507,Low Risk
PSN-00578,0.9573591567597749,Critical
PSN-00579,0.9999569219187252,Critical
PSN-00580,8.864283352148228e-06,Low Risk
PSN-00582,6.757711846310138e-06,Low Risk
PSN-00583,1.5220433565140495e-05,Low Risk
PSN-00585,1.5652878780425173e-05,Low Risk
PSN-00586,1.3775345798994329e-05,Low Risk
PSN-00588,1.3372862609057463e-05,Low Risk
PSN-00589,4.871894324537445e-06,Low Risk
PSN-00591,1.910088129972594e-05,Low Risk
PSN-00594,4.82534450794981e-06,Low Risk
PSN-00596,1.2353959984237414e-05,Low Risk
PSN-00597,1.4724837453179005e-05,Low Risk
PSN-00598,8.93488078812588e-06,Low Risk
PSN-00599,1.4682424595684429e-05,Low Risk
PSN-00601,0.4074449127518324,High Risk
PSN-00602,0.9648552273318238,Critical
PSN-00603,8.724996353997763e-05,Low Risk
PSN-00605,1.4379318003142513e-05,Low Risk
PSN-00606,0.5797362540207491,High Risk
PSN-00607,9.210248026722953e-06,Low Risk
PSN-00608,3.70956191647478e-06,Low Risk
PSN-00611,1.5538326253502766e-05,Low Risk
PSN-00612,1.4786081351912093e-05,Low Risk
PSN-00613,0.9999620592711299,Critical
PSN-00614,7.509005476296882e-06,Low Risk
PSN-00615,5.459094104707666e-06,Low Risk
PSN-00616,2.670139804639667e-05,Low Risk
PSN-00618,6.297679956905557e-06,Low Risk
PSN-00619,3.7046990371490317e-06,Low Risk
PSN-00620,0.9998645247979792,Critical
PSN-00621,1.5242549436983002e-06,Low Risk
PSN-00622,7.931684767112455e-06,Low Risk
PSN-00625,1.5286477605642862e-05,Low Risk
PSN-00626,2.270744375685732e-05,Low Risk
PSN-00627,7.5112699234160065e-06,Low Risk
PSN-00628,9.949456800474619e-06,Low Risk
PSN-00629,0.9999636304405597,Critical
PSN-00631,0.9998905913201168,Critical
PSN-00632,4.676602024473416e-06,Low Risk
PSN-00633,8.90937688546263e-06,Low Risk
PSN-00634,3.2010577602530794e-05,Low Risk
PSN-00635,0.999958813715756,Critical
PSN-00636,6.433370267228387e-06,Low Risk
PSN-00637,0.9997821756118866,Critical
PSN-00638,5.4584118207052754e-06,Low Risk
PSN-00639,0.06456075891282305,Low Risk
PSN-00640,1.3848902988965423e-05,Low Risk
PSN-00642,9.801831381704174e-06,Low Risk
PSN-00643,9.244766707806354e-06,Low Risk
PSN-00645,0.005114292226870657,Low Risk
PSN-00649,7.3464854493174035e-06,Low Risk
PSN-00650,1.1695617904761014e-05,Low Risk
PSN-00651,0.0005740087054184827,Low Risk
PSN-00652,5.052195525824226e-06,Low Risk
PSN-00655,1.0694176014122229e-05,Low Risk
PSN-00656,0.9997468654242992,Critical
PSN-00657,1.0277068548646982e-05,Low Risk
PSN-00658,1.372375172347689e-05,Low Risk
PSN-00659,0.9999296284641421,Critical
PSN-00660,1.0934706136720063e-05,Low Risk
PSN-00662,1.1807841138788506e-05,Low Risk
PSN-00663,8.042035097804918e-06,Low Risk
PSN-00664,1.1829661156932479e-05,Low Risk
PSN-00666,1.0899312694993076e-05,Low Risk
PSN-00667,8.93488078812588e-06,Low Risk
PSN-00668,7.369126882808209e-06,Low Risk
PSN-00669,1.4357333500608389e-05,Low Risk
PSN-00670,6.851107167499781e-06,Low Risk
PSN-00671,1.5020773433359969e-05,Low Risk
PSN-00672,2.019666778368771e-05,Low Risk
PSN-00673,1.5219909990495012e-05,Low Risk
PSN-00674,0.9999686854745462,Critical
PSN-00675,9.811603597333912e-06,Low Risk
PSN-00676,0.9998760757438476,Critical
PSN-00677,1.5094683470048425e-05,Low Risk
PSN-00680,1.0132692136254825e-05,Low Risk
PSN-00681,8.972038721355474e-06,Low Risk
PSN-00682,7.370646421015345e-06,Low Risk
PSN-00684,8.970481930374645e-06,Low Risk
PSN-00686,0.9999400612772764,Critical
PSN-00687,7.5227883017082365e-06,Low Risk
PSN-00688,0.9632593551286738,Critical
PSN-00691,0.9998881027742551,Critical
PSN-00693,1.2234811924114896e-05,Low Risk
PSN-00694,0.9391517748711433,Critical
PSN-00695,1.1108228359889467e-05,Low Risk
PSN-00696,1.4905634895941791e-05,Low Risk
PSN-00698,5.404586138712134e-06,Low Risk
PSN-00699,6.949099311371801e-06,Low Risk
PSN-00701,1.0406652319978619e-05,Low Risk
PSN-00702,2.832157178302679e-05,Low Risk
PSN-00703,0.16160762836064535,Medium Risk
PSN-00705,1.7660815674788167e-05,Low Risk
PSN-00706,0.9998567996064135,Critical
PSN-00708,2.5372892727223746e-06,Low Risk
PSN-00709,9.814302688907472e-07,Low Risk
PSN-00710,1.4529535266495296e-05,Low Risk
PSN-00712,0.9998134916252422,Critical
PSN-00714,2.9904536546091845e-05,Low Risk
PSN-00716,8.019768131672124e-06,Low Risk
PSN-00718,0.9760802982768146,Critical
PSN-00720,1.2502711300895808e-05,Low Risk
PSN-00722,9.524150113082028e-06,Low Risk
PSN-00724,6.703806973693748e-06,Low Risk
PSN-00726,7.254991981518278e-06,Low Risk
PSN-00727,7.572840864747949e-06,Low Risk
PSN-00728,2.997560918289828e-05,Low Risk
PSN-00729,1.5031072165662422e-05,Low Risk
PSN-00730,1.8209473675476675e-05,Low Risk
PSN-00731,8.870850472410346e-06,Low Risk
PSN-00732,0.9602997907611286,Critical
PSN-00733,7.016030324037488e-06,Low Risk
PSN-00734,1.0221577049047476e-05,Low Risk
PSN-00736,1.2708480705048383e-05,Low Risk
PSN-00737,2.0860039206928808e-05,Low Risk
PSN-00738,1.2449256805731896e-05,Low Risk
PSN-00739,1.5337542912632727e-05,Low Risk
PSN-00741,1.908158103582939e-05,Low Risk
PSN-00742,0.9997297270070323,Critical
PSN-00744,5.34209106433234e-06,Low Risk
PSN-00746,1.6752859414253662e-06,Low Risk
PSN-00747,1.0273387791345613e-05,Low Risk
PSN-00748,9.354643430279478e-05,Low Risk
PSN-00750,1.0794893097768705e-05,Low Risk
PSN-00751,1.3236938394714246e-05,Low Risk
PSN-00752,1.0132692136254825e-05,Low Risk
PSN-00755,9.206896342033897e-06,Low Risk
PSN-00761,1.0028076328321015e-05,Low Risk
PSN-00762,1.4612203756249012e-05,Low Risk
PSN-00763,3.252524177718799e-05,Low Risk
PSN-00764,0.9812027170633845,Critical
PSN-00765,8.058959879374847e-06,Low Risk
PSN-00766,1.0794131299163343e-05,Low Risk
PSN-00767,9.453612828617467e-06,Low Risk
PSN-00769,9.604218900049605e-06,Low Risk
PSN-00771,7.084681130329355e-06,Low Risk
PSN-00772,0.6134212087018707,Critical
PSN-00774,1.0330212119616777e-05,Low Risk
PSN-00775,0.9566840244813496,Critical
PSN-00777,9.534678433972689e-06,Low Risk
PSN-00778,1.5433803300378757e-05,Low Risk
PSN-00780,1.0578541369816364e-05,Low Risk
PSN-00781,0.5613302168761488,High Risk
PSN-00782,2.880928275326376e-06,Low Risk
PSN-00783,1.530516308848059e-05,Low Risk
PSN-00784,7.64896783511117e-06,Low Risk
PSN-00785,0.9918984499507641,Critical
PSN-00787,1.5254185067695862e-05,Low Risk
PSN-00789,7.301092450150616e-06,Low Risk
PSN-00790,2.004188679153096e-05,Low Risk
PSN-00791,6.553506469616001e-05,Low Risk
PSN-00792,1.0510083907706296e-05,Low Risk
PSN-00793,2.3310804165411445e-06,Low Risk
