player_id,item_id,item_type,purchase_date,amount
PSN-00073,D006,dlc_paid,2024-06-07,19.99
PSN-00073,G019,mtx,2025-01-25,9.99
PSN-00073,G019,mtx,2024-05-21,19.99
PSN-00074,D003,dlc_free,2025-08-07,0.0
PSN-00074,D007,dlc_paid,2025-01-05,39.99
PSN-00074,G019,mtx,2025-08-10,4.99
PSN-00074,G019,mtx,2025-03-29,4.99
PSN-00075,D001,dlc_free,2024-07-28,0.0
PSN-00075,D011,dlc_paid,2024-02-03,29.99
PSN-00076,G001,full_game,2025-07-16,34.99
PSN-00076,D001,dlc_free,2025-09-30,0.0
PSN-00076,D007,dlc_paid,2024-10-24,39.99
PSN-00076,D010,dlc_free,2025-05-03,0.0
PSN-00078,G015,full_game,2025-11-23,34.99
PSN-00078,G020,mtx,2024-08-15,19.99
PSN-00079,G003,full_game,2024-11-18,34.99
PSN-00079,D011,dlc_paid,2024-01-25,29.99
PSN-00080,D002,dlc_paid,2024-03-08,19.99
PSN-00080,G020,mtx,2024-04-07,4.99
PSN-00081,D013,dlc_paid,2024-05-09,9.99
PSN-00083,G021,full_game,2024-04-02,30.0
PSN-00084,G011,full_game,2025-07-28,34.99
PSN-00084,G002,full_game,2024-09-24,48.99
PSN-00084,G022,full_game,2025-08-17,34.99
PSN-00084,D001,dlc_free,2024-04-27,0.0
PSN-00084,D002,dlc_paid,2024-01-06,19.99
PSN-00084,D003,dlc_free,2025-04-02,0.0
PSN-00084,D004,dlc_paid,2024-07-19,39.99
PSN-00084,D007,dlc_paid,2024-12-08,39.99
PSN-00084,D008,dlc_paid,2024-05-08,9.99
PSN-00084,D009,dlc_paid,2024-05-27,9.99
PSN-00084,D013,dlc_paid,2024-03-11,9.99
PSN-00085,G029,full_game,2025-07-18,12.5
PSN-00085,D012,dlc_free,2025-06-06,0.0
PSN-00086,D013,dlc_paid,2025-01-14,9.99
PSN-00087,D003,dlc_free,2024-10-07,0.0
PSN-00088,G018,full_game,2024-05-04,30.0
PSN-00088,G016,full_game,2024-09-24,34.99
PSN-00088,D010,dlc_free,2024-12-28,0.0
PSN-00088,D013,dlc_paid,2024-03-27,9.99
PSN-00089,D012,dlc_free,2024-02-23,0.0
PSN-00089,G019,mtx,2025-03-04,19.99
PSN-00089,G019,mtx,2025-12-06,24.99
PSN-00089,G019,mtx,2024-12-02,19.99
PSN-00090,G016,full_game,2025-01-16,34.99
PSN-00090,G021,full_game,2024-06-30,30.0
PSN-00090,G004,full_game,2025-06-03,34.99
PSN-00090,G007,full_game,2025-11-08,34.99
PSN-00090,D010,dlc_free,2025-02-14,0.0
PSN-00093,D005,dlc_paid,2024-02-13,9.99
PSN-00093,D013,dlc_paid,2024-02-22,9.99
PSN-00094,G001,full_game,2024-05-29,34.99
PSN-00094,D001,dlc_free,2024-08-28,0.0
PSN-00094,D003,dlc_free,2025-03-28,0.0
PSN-00094,D010,dlc_free,2025-11-11,0.0
PSN-00094,D013,dlc_paid,2024-07-21,9.99
PSN-00095,G011,full_game,2024-11-30,34.99
PSN-00095,D010,dlc_free,2024-09-22,0.0
PSN-00095,D013,dlc_paid,2024-03-13,9.99
PSN-00095,G020,mtx,2025-07-27,4.99
PSN-00095,G020,mtx,2024-09-04,4.99
PSN-00096,D001,dlc_free,2024-01-26,0.0
PSN-00097,G014,full_game,2024-10-28,34.99
PSN-00097,G004,full_game,2024-03-09,34.99
PSN-00097,D009,dlc_paid,2024-07-25,9.99
PSN-00097,D012,dlc_free,2025-05-14,0.0
PSN-00097,G020,mtx,2025-05-03,4.99
PSN-00098,G011,full_game,2025-11-02,34.99
PSN-00098,D011,dlc_paid,2024-08-29,29.99
PSN-00098,G019,mtx,2025-12-16,4.99
PSN-00098,G019,mtx,2024-09-15,4.99
PSN-00099,G017,full_game,2025-11-06,34.99
PSN-00099,D003,dlc_free,2025-12-11,0.0
PSN-00102,D001,dlc_free,2024-05-21,0.0
PSN-00102,D004,dlc_paid,2024-06-26,39.99
PSN-00102,D006,dlc_paid,2024-06-26,19.99
PSN-00102,D007,dlc_paid,2024-10-20,39.99
PSN-00102,D008,dlc_paid,2024-06-15,9.99
PSN-00102,D013,dlc_paid,2024-05-17,9.99
PSN-00102,G020,mtx,2024-10-20,4.99
PSN-00107,G023,full_game,2025-08-09,25.0
PSN-00107,G014,full_game,2025-12-23,34.99
PSN-00107,G026,full_game,2024-02-19,12.5
PSN-00107,G004,full_game,2025-01-21,34.99
PSN-00107,G002,full_game,2025-01-02,34.99
PSN-00107,D003,dlc_free,2025-05-13,0.0
PSN-00107,D013,dlc_paid,2024-03-19,9.99
PSN-00107,G019,mtx,2025-08-02,9.99
PSN-00107,G019,mtx,2024-01-13,9.99
PSN-00108,G001,full_game,2025-12-29,34.99
PSN-00108,G014,full_game,2025-07-17,34.99
PSN-00108,G022,full_game,2025-10-31,34.99
PSN-00108,D006,dlc_paid,2024-05-05,19.99
PSN-00108,D010,dlc_free,2025-11-05,0.0
PSN-00110,G013,full_game,2024-11-14,30.0
PSN-00112,G025,full_game,2025-03-04,7.5
PSN-00112,D009,dlc_paid,2024-05-18,9.99
PSN-00112,G019,mtx,2024-04-10,9.99
PSN-00112,G019,mtx,2024-02-26,9.99
PSN-00112,G019,mtx,2024-09-25,9.99
PSN-00112,G019,mtx,2024-04-08,4.99
PSN-00112,G019,mtx,2024-11-02,4.99
PSN-00112,G020,mtx,2024-05-15,24.99
PSN-00112,G020,mtx,2024-12-29,4.99
PSN-00112,G020,mtx,2024-05-08,9.99
PSN-00112,G020,mtx,2024-08-02,19.99
PSN-00113,G020,mtx,2024-08-31,4.99
PSN-00113,G020,mtx,2025-10-21,9.99
PSN-00114,D001,dlc_free,2025-01-12,0.0
PSN-00114,G019,mtx,2024-10-08,19.99
PSN-00114,G019,mtx,2025-02-01,9.99
PSN-00120,G025,full_game,2025-01-22,7.5
PSN-00120,G020,mtx,2024-03-22,9.99
PSN-00120,G020,mtx,2025-06-11,4.99
PSN-00122,D003,dlc_free,2025-03-28,0.0
PSN-00122,D012,dlc_free,2024-03-06,0.0
PSN-00122,D013,dlc_paid,2024-01-27,9.99
PSN-00122,G020,mtx,2025-01-26,9.99
PSN-00122,G020,mtx,2024-04-16,4.99
PSN-00122,G020,mtx,2025-09-23,9.99
PSN-00123,D003,dlc_free,2024-10-25,0.0
PSN-00123,G020,mtx,2024-06-13,9.99
PSN-00124,G025,full_game,2024-12-16,7.5
PSN-00124,G013,full_game,2025-06-24,30.0
PSN-00124,D006,dlc_paid,2024-05-08,19.99
PSN-00124,D012,dlc_free,2024-08-16,0.0
PSN-00124,D013,dlc_paid,2024-02-29,9.99
PSN-00124,G020,mtx,2025-06-02,19.99
PSN-00124,G020,mtx,2025-03-28,9.99
PSN-00124,G020,mtx,2025-01-07,4.99
PSN-00124,G020,mtx,2025-04-03,4.99
PSN-00124,G020,mtx,2025-03-23,4.99
PSN-00124,G020,mtx,2024-05-16,19.99
PSN-00126,G025,full_game,2025-04-17,7.5
PSN-00126,G027,full_game,2025-09-09,30.0
PSN-00126,D003,dlc_free,2025-05-25,0.0
PSN-00126,D004,dlc_paid,2024-07-09,39.99
PSN-00126,D010,dlc_free,2025-04-20,0.0
PSN-00127,G022,full_game,2024-03-26,34.99
PSN-00127,G009,full_game,2024-12-29,27.99
PSN-00127,G007,full_game,2024-07-30,34.99
PSN-00127,D001,dlc_free,2024-01-07,0.0
PSN-00127,D003,dlc_free,2025-11-01,0.0
PSN-00127,D006,dlc_paid,2024-04-22,19.99
PSN-00127,D007,dlc_paid,2024-12-27,39.99
PSN-00127,D008,dlc_paid,2024-05-12,9.99
PSN-00127,G020,mtx,2024-06-09,9.99
PSN-00127,G020,mtx,2025-09-21,24.99
PSN-00127,G020,mtx,2025-01-20,9.99
PSN-00127,G020,mtx,2024-12-01,19.99
PSN-00128,G029,full_game,2024-02-17,12.5
PSN-00128,G003,full_game,2024-02-06,34.99
PSN-00128,G028,full_game,2024-04-07,20.0
PSN-00128,D002,dlc_paid,2024-02-21,19.99
PSN-00128,D004,dlc_paid,2024-08-11,39.99
PSN-00128,G020,mtx,2025-02-18,19.99
PSN-00129,G029,full_game,2024-01-25,12.5
PSN-00129,G006,full_game,2024-05-02,34.99
PSN-00130,D004,dlc_paid,2024-06-22,39.99
PSN-00130,D009,dlc_paid,2024-07-11,9.99
PSN-00130,G019,mtx,2024-05-05,9.99
PSN-00132,D013,dlc_paid,2024-03-23,9.99
PSN-00132,G019,mtx,2024-04-20,19.99
PSN-00135,D010,dlc_free,2024-08-03,0.0
PSN-00135,G019,mtx,2025-08-11,4.99
PSN-00135,G019,mtx,2025-02-11,19.99
PSN-00136,G001,full_game,2025-09-14,34.99
PSN-00136,G014,full_game,2025-08-27,34.99
PSN-00136,G011,full_game,2025-08-30,34.99
PSN-00136,G025,full_game,2025-10-28,7.5
PSN-00136,G026,full_game,2025-12-30,12.5
PSN-00136,D006,dlc_paid,2025-09-21,19.99
PSN-00139,G025,full_game,2025-05-03,7.5
PSN-00139,D002,dlc_paid,2024-03-09,19.99
PSN-00139,D005,dlc_paid,2024-01-03,9.99
PSN-00139,D007,dlc_paid,2024-11-07,39.99
PSN-00139,D010,dlc_free,2025-04-26,0.0
PSN-00139,G019,mtx,2025-02-21,9.99
PSN-00139,G019,mtx,2025-12-16,4.99
PSN-00139,G019,mtx,2024-12-29,24.99
PSN-00139,G019,mtx,2024-05-03,4.99
PSN-00140,G019,mtx,2025-12-05,9.99
PSN-00141,G013,full_game,2025-06-15,30.0
PSN-00142,G016,full_game,2025-09-17,34.99
PSN-00142,G024,full_game,2025-11-14,25.0
PSN-00143,D003,dlc_free,2025-05-10,0.0
PSN-00145,G006,full_game,2024-02-14,34.99
PSN-00145,D001,dlc_free,2024-02-07,0.0
PSN-00146,G012,full_game,2024-08-06,48.99
PSN-00146,D006,dlc_paid,2024-05-06,19.99
PSN-00146,D013,dlc_paid,2024-02-18,9.99
PSN-00148,D007,dlc_paid,2024-10-23,39.99
PSN-00149,D011,dlc_paid,2024-03-02,29.99
PSN-00149,D012,dlc_free,2024-07-17,0.0
PSN-00149,D013,dlc_paid,2024-01-31,9.99
PSN-00149,G019,mtx,2025-10-30,4.99
PSN-00149,G019,mtx,2024-10-26,4.99
PSN-00149,G019,mtx,2024-09-11,9.99
PSN-00152,D001,dlc_free,2024-12-23,0.0
PSN-00152,D004,dlc_paid,2024-07-25,39.99
PSN-00152,D012,dlc_free,2025-06-14,0.0
PSN-00153,G010,full_game,2024-09-06,69.99
PSN-00154,G005,full_game,2024-07-04,34.99
PSN-00154,G030,full_game,2024-08-23,9.99
PSN-00154,G015,full_game,2024-07-29,34.99
PSN-00155,G022,full_game,2025-09-02,34.99
PSN-00156,G005,full_game,2024-08-10,34.99
PSN-00156,G014,full_game,2025-03-11,34.99
PSN-00157,G014,full_game,2025-01-16,34.99
PSN-00160,D003,dlc_free,2024-04-04,0.0
PSN-00162,G027,full_game,2024-07-10,30.0
PSN-00162,D004,dlc_paid,2024-08-01,39.99
PSN-00163,G028,full_game,2024-09-23,20.0
PSN-00163,G026,full_game,2024-08-22,12.5
PSN-00163,G017,full_game,2024-06-09,48.99
PSN-00163,D001,dlc_free,2024-04-17,0.0
PSN-00163,D002,dlc_paid,2024-02-19,19.99
PSN-00163,D005,dlc_paid,2024-03-04,9.99
PSN-00163,D006,dlc_paid,2024-04-19,19.99
PSN-00163,D007,dlc_paid,2024-11-17,39.99
PSN-00163,D013,dlc_paid,2024-03-25,9.99
PSN-00163,G019,mtx,2024-04-22,4.99
PSN-00163,G019,mtx,2024-05-27,4.99
PSN-00165,G021,full_game,2025-01-07,30.0
PSN-00165,D012,dlc_free,2025-06-07,0.0
PSN-00165,G020,mtx,2024-07-26,9.99
PSN-00165,G020,mtx,2024-08-04,19.99
PSN-00168,G004,full_game,2025-04-08,34.99
PSN-00169,G002,full_game,2025-12-11,34.99
PSN-00169,G006,full_game,2025-11-26,34.99
PSN-00170,G027,full_game,2024-05-18,30.0
PSN-00170,G009,full_game,2025-09-03,20.0
PSN-00170,D008,dlc_paid,2024-04-29,9.99
PSN-00170,D009,dlc_paid,2024-06-06,9.99
PSN-00171,D012,dlc_free,2024-06-06,0.0
PSN-00172,D010,dlc_free,2025-10-03,0.0
PSN-00172,G020,mtx,2024-12-20,4.99
PSN-00172,G020,mtx,2025-08-27,4.99
PSN-00172,G020,mtx,2024-07-05,9.99
PSN-00173,G017,full_game,2025-11-17,34.99
PSN-00173,G015,full_game,2025-10-24,34.99
PSN-00173,G024,full_game,2025-11-27,25.0
PSN-00173,G020,mtx,2025-12-01,9.99
PSN-00173,G020,mtx,2025-11-27,4.99
PSN-00174,G026,full_game,2025-11-29,12.5
PSN-00174,D005,dlc_paid,2024-12-21,9.99
PSN-00174,D006,dlc_paid,2025-03-01,19.99
PSN-00175,G026,full_game,2024-11-25,12.5
PSN-00175,G030,full_game,2024-06-30,9.99
PSN-00175,G003,full_game,2025-03-24,34.99
PSN-00175,G008,full_game,2025-09-15,30.0
PSN-00175,D003,dlc_free,2025-09-08,0.0
PSN-00175,D004,dlc_paid,2024-08-25,39.99
PSN-00175,D011,dlc_paid,2024-01-17,29.99
PSN-00175,D012,dlc_free,2024-06-17,0.0
PSN-00175,D013,dlc_paid,2024-02-09,9.99
PSN-00175,G020,mtx,2025-04-15,9.99
PSN-00175,G020,mtx,2025-05-09,4.99
PSN-00175,G020,mtx,2025-05-16,9.99
PSN-00175,G020,mtx,2024-05-13,4.99
PSN-00175,G020,mtx,2024-12-31,4.99
PSN-00175,G020,mtx,2025-02-21,9.99
PSN-00176,G014,full_game,2025-03-29,34.99
PSN-00177,G013,full_game,2025-09-11,30.0
PSN-00177,G030,full_game,2025-12-14,9.99
PSN-00177,D005,dlc_paid,2025-07-18,9.99
PSN-00177,D006,dlc_paid,2025-07-17,19.99
PSN-00182,G020,mtx,2024-03-28,9.99
PSN-00182,G020,mtx,2024-04-22,9.99
PSN-00183,G008,full_game,2025-08-11,41.99
PSN-00183,G028,full_game,2024-11-19,20.0
PSN-00183,D001,dlc_free,2024-10-28,0.0
PSN-00183,D011,dlc_paid,2024-03-17,29.99
PSN-00183,G019,mtx,2025-05-03,9.99
PSN-00183,G019,mtx,2024-02-10,9.99
PSN-00185,G021,full_game,2024-02-15,30.0
PSN-00185,G010,full_game,2025-02-02,48.99
PSN-00185,G008,full_game,2024-12-13,59.99
PSN-00185,G014,full_game,2024-10-22,34.99
PSN-00187,G015,full_game,2025-12-23,34.99
PSN-00187,G028,full_game,2025-07-20,20.0
PSN-00187,G022,full_game,2025-07-10,34.99
PSN-00187,D003,dlc_free,2024-08-15,0.0
PSN-00187,D011,dlc_paid,2024-02-10,29.99
PSN-00189,G016,full_game,2024-08-22,34.99
PSN-00189,D007,dlc_paid,2024-10-23,39.99
PSN-00189,G019,mtx,2024-10-31,4.99
PSN-00189,G019,mtx,2025-11-13,19.99
PSN-00189,G020,mtx,2025-05-15,19.99
PSN-00189,G020,mtx,2024-03-22,19.99
PSN-00189,G020,mtx,2024-02-17,19.99
PSN-00189,G020,mtx,2024-03-01,4.99
PSN-00191,D005,dlc_paid,2024-01-01,9.99
PSN-00191,D007,dlc_paid,2024-11-11,39.99
PSN-00191,D013,dlc_paid,2024-02-25,9.99
PSN-00192,D011,dlc_paid,2024-02-23,29.99
PSN-00194,G013,full_game,2025-06-01,30.0
PSN-00194,G002,full_game,2024-10-30,34.99
PSN-00194,G030,full_game,2024-06-10,9.99
PSN-00194,D004,dlc_paid,2024-08-21,39.99
PSN-00194,D005,dlc_paid,2024-02-15,9.99
PSN-00194,D006,dlc_paid,2024-05-27,19.99
PSN-00194,D010,dlc_free,2024-08-11,0.0
PSN-00194,G019,mtx,2024-10-22,4.99
PSN-00194,G019,mtx,2024-03-01,9.99
PSN-00194,G019,mtx,2025-09-15,9.99
PSN-00194,G019,mtx,2025-09-26,4.99
PSN-00194,G019,mtx,2024-11-20,24.99
PSN-00194,G019,mtx,2025-03-04,24.99
PSN-00194,G020,mtx,2025-07-23,9.99
PSN-00194,G020,mtx,2025-03-07,4.99
PSN-00194,G020,mtx,2025-01-09,19.99
PSN-00194,G020,mtx,2024-06-17,4.99
PSN-00194,G020,mtx,2025-11-07,4.99
PSN-00195,G018,full_game,2025-11-04,30.0
PSN-00195,D013,dlc_paid,2024-02-28,9.99
PSN-00197,D007,dlc_paid,2024-12-25,39.99
PSN-00198,D003,dlc_free,2024-12-20,0.0
PSN-00198,D012,dlc_free,2025-09-26,0.0
PSN-00198,G019,mtx,2024-03-26,24.99
PSN-00198,G019,mtx,2024-12-03,24.99
PSN-00199,G005,full_game,2025-09-04,34.99
PSN-00199,G025,full_game,2024-05-06,7.5
PSN-00199,G001,full_game,2024-10-13,34.99
PSN-00199,D001,dlc_free,2025-12-29,0.0
PSN-00199,D012,dlc_free,2025-02-14,0.0
PSN-00200,G016,full_game,2025-03-19,34.99
PSN-00201,G019,mtx,2025-11-18,4.99
PSN-00201,G019,mtx,2025-05-13,4.99
PSN-00202,D003,dlc_free,2024-07-21,0.0
PSN-00203,D010,dlc_free,2025-01-08,0.0
PSN-00203,D013,dlc_paid,2024-11-13,9.99
PSN-00203,G020,mtx,2025-03-31,19.99
PSN-00203,G020,mtx,2025-09-24,19.99
PSN-00204,D010,dlc_free,2024-04-16,0.0
PSN-00204,D012,dlc_free,2025-04-19,0.0
PSN-00205,D012,dlc_free,2025-11-27,0.0
PSN-00206,G012,full_game,2025-11-18,34.99
PSN-00206,D001,dlc_free,2025-06-28,0.0
PSN-00207,D003,dlc_free,2024-11-20,0.0
PSN-00208,G017,full_game,2025-01-25,34.99
PSN-00208,D005,dlc_paid,2024-01-16,9.99
PSN-00209,G019,mtx,2024-01-20,4.99
PSN-00209,G019,mtx,2024-02-21,19.99
PSN-00209,G019,mtx,2024-02-07,4.99
PSN-00213,G010,full_game,2024-06-14,69.99
PSN-00214,D008,dlc_paid,2024-04-26,9.99
PSN-00216,G022,full_game,2024-01-15,34.99
PSN-00216,G009,full_game,2024-06-16,39.99
PSN-00216,D009,dlc_paid,2024-06-12,9.99
PSN-00216,D012,dlc_free,2025-10-29,0.0
PSN-00217,G017,full_game,2024-07-03,34.99
PSN-00217,G019,mtx,2024-07-22,9.99
PSN-00219,G019,mtx,2024-05-27,19.99
