player_id,tier,historical_spend,sub_clv_12m,purchase_clv_12m,clv_12m,total_clv,clv_segment
PSN-00031,Essential,39.980000000000004,59.98955969791016,39.999853208171416,99.98941290608158,139.96941290608157,Medium ($50-150)
PSN-00032,Extra,114.94,134.98745984817134,69.97934158150615,204.9668014296775,319.9068014296775,High ($150-500)
PSN-00033,Extra,14.98,0.008495503227310743,0.0,0.008495503227310743,14.98849550322731,Minimal (<$10)
PSN-00034,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00035,Free,188.93,0.0,50.0,50.0,238.93,Low ($10-50)
PSN-00036,Extra,19.98,134.98875775293044,0.0,134.98875775293044,154.96875775293043,Medium ($50-150)
PSN-00037,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00038,Free,79.98,0.0,60.0,60.0,139.98000000000002,Medium ($50-150)
PSN-00039,Extra,14.98,134.98790498317538,0.0,134.98790498317538,149.96790498317537,Medium ($50-150)
PSN-00040,Essential,0.0,59.98938820463604,0.0,59.98938820463604,59.98938820463604,Medium ($50-150)
PSN-00041,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00042,Essential,0.0,59.98919829175257,0.0,59.98919829175257,59.98919829175257,Medium ($50-150)
PSN-00043,Extra,24.97,134.98762207520608,19.979824020529733,154.9674460957358,179.9374460957358,High ($150-500)
PSN-00044,Essential,0.0,46.4678655609414,0.0,46.4678655609414,46.4678655609414,Low ($10-50)
PSN-00045,Essential,9.99,59.98800495062609,0.0,59.98800495062609,69.97800495062609,Medium ($50-150)
PSN-00046,Free,34.99,0.0,69.98,69.98,104.97,Medium ($50-150)
PSN-00047,Premium,74.98,159.9895937514991,0.0,159.9895937514991,234.96959375149908,High ($150-500)
PSN-00048,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00049,Essential,34.97,59.989062885947384,0.0,59.989062885947384,94.95906288594739,Medium ($50-150)
PSN-00050,Essential,0.0,59.98926349329044,0.0,59.98926349329044,59.98926349329044,Medium ($50-150)
PSN-00051,Essential,254.91,59.98934457698265,59.959672452374384,119.94901702935704,374.859017029357,Medium ($50-150)
PSN-00052,Essential,0.0,59.98815447481325,0.0,59.98815447481325,59.98815447481325,Medium ($50-150)
PSN-00053,Essential,54.99,59.988946564897944,0.0,59.988946564897944,114.97894656489794,Medium ($50-150)
PSN-00054,Essential,0.0,2.264838827647562,0.0,2.264838827647562,2.264838827647562,Minimal (<$10)
PSN-00055,Essential,0.0,59.9893573818265,0.0,59.9893573818265,59.9893573818265,Medium ($50-150)
PSN-00056,Essential,64.97,59.98946340741346,0.0,59.98946340741346,124.95946340741347,Medium ($50-150)
PSN-00057,Free,19.99,0.0,0.0,0.0,19.99,Minimal (<$10)
PSN-00058,Essential,72.47,59.98938351326838,0.0,59.98938351326838,132.4593835132684,Medium ($50-150)
PSN-00059,Free,139.91,0.0,119.94,119.94,259.85,Medium ($50-150)
PSN-00060,Essential,48.99,59.989308069830244,0.0,59.989308069830244,108.97930806983024,Medium ($50-150)
PSN-00061,Essential,34.99,59.989563749217126,0.0,59.989563749217126,94.97956374921714,Medium ($50-150)
PSN-00062,Free,29.97,0.0,0.0,0.0,29.97,Minimal (<$10)
PSN-00063,Essential,0.0,59.98923195752351,0.0,59.98923195752351,59.98923195752351,Medium ($50-150)
PSN-00064,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00065,Essential,9.99,59.98833218734833,0.0,59.98833218734833,69.97833218734833,Medium ($50-150)
PSN-00066,Premium,0.0,159.98773277896902,0.0,159.98773277896902,159.98773277896902,High ($150-500)
PSN-00067,Free,44.980000000000004,0.0,0.0,0.0,44.980000000000004,Minimal (<$10)
PSN-00068,Essential,149.92000000000002,59.98905823761812,69.97945070402163,129.96850894163975,279.88850894163977,Medium ($50-150)
PSN-00069,Free,39.99,0.0,0.0,0.0,39.99,Minimal (<$10)
PSN-00070,Essential,0.0,59.98902497247979,0.0,59.98902497247979,59.98902497247979,Medium ($50-150)
PSN-00071,Free,12.5,0.0,25.0,25.0,37.5,Low ($10-50)
PSN-00072,Essential,0.0,0.010452570655499357,0.0,0.010452570655499357,0.010452570655499357,Minimal (<$10)
PSN-00073,Essential,213.95,59.989570863605174,0.0,59.989570863605174,273.9395708636052,Medium ($50-150)
PSN-00074,Essential,49.97,59.98942302026839,9.979952006520076,69.96937502678847,119.93937502678847,Medium ($50-150)
PSN-00075,Extra,29.99,134.9891580614394,0.0,134.9891580614394,164.97915806143942,Medium ($50-150)
PSN-00076,Essential,74.98,59.989308855333654,69.97959688028213,129.96890573561578,204.94890573561577,Medium ($50-150)
PSN-00077,Essential,0.0,59.98918799377414,0.0,59.98918799377414,59.98918799377414,Medium ($50-150)
PSN-00078,Essential,54.980000000000004,59.98867712977309,69.97922841758228,129.96790554735537,184.9479055473554,Medium ($50-150)
PSN-00079,Free,64.98,0.0,0.0,0.0,64.98,Minimal (<$10)
PSN-00080,Free,24.979999999999997,0.0,0.0,0.0,24.979999999999997,Minimal (<$10)
PSN-00081,Free,9.99,0.0,0.0,0.0,9.99,Minimal (<$10)
PSN-00082,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00083,Essential,30.0,59.989858064330406,0.0,59.989858064330406,89.9898580643304,Medium ($50-150)
PSN-00084,Premium,248.91,159.98491504188266,139.95777582743264,299.9426908693153,548.8526908693153,High ($150-500)
PSN-00085,Extra,12.5,134.98888448135048,24.99989670358457,159.98878118493505,172.48878118493505,High ($150-500)
PSN-00086,Essential,9.99,59.98738699823129,0.0,59.98738699823129,69.97738699823128,Medium ($50-150)
PSN-00087,Premium,0.0,0.008814761855198467,0.0,0.008814761855198467,0.008814761855198467,Minimal (<$10)
PSN-00088,Essential,74.98,59.98883494566103,0.0,59.98883494566103,134.96883494566103,Medium ($50-150)
PSN-00089,Essential,64.97,59.98925079712436,49.979687904986456,109.96893870211082,174.93893870211082,Medium ($50-150)
PSN-00090,Essential,134.97,59.989417485668895,69.97966024043265,129.96907772610155,264.9390777261016,Medium ($50-150)
PSN-00091,Essential,0.0,0.013682981237245642,0.0,0.013682981237245642,0.013682981237245642,Minimal (<$10)
PSN-00092,Essential,0.0,59.989034145519526,0.0,59.989034145519526,59.989034145519526,Medium ($50-150)
PSN-00093,Extra,19.98,134.98853013349645,0.0,134.98853013349645,154.96853013349644,Medium ($50-150)
PSN-00094,Free,44.980000000000004,0.0,0.0,0.0,44.980000000000004,Minimal (<$10)
PSN-00095,Free,54.96,0.0,9.98,9.98,64.94,Minimal (<$10)
PSN-00096,Essential,0.0,0.0017837217003728234,0.0,0.0017837217003728234,0.0017837217003728234,Minimal (<$10)
PSN-00097,Essential,84.96000000000001,59.98934889940031,0.0,59.98934889940031,144.94934889940032,Medium ($50-150)
PSN-00098,Essential,74.96000000000001,59.98954771995763,79.95969858049519,139.9492463004528,214.90924630045282,Medium ($50-150)
PSN-00099,Essential,34.99,0.05698702815983112,35.02323847500104,35.08022550316087,70.07022550316087,Low ($10-50)
PSN-00100,Essential,0.0,59.98724999333516,0.0,59.98724999333516,59.98724999333516,Medium ($50-150)
PSN-00101,Essential,0.0,59.98918207146505,0.0,59.98918207146505,59.98918207146505,Medium ($50-150)
PSN-00102,Essential,124.94,59.989652002977316,0.0,59.989652002977316,184.92965200297732,Medium ($50-150)
PSN-00103,Essential,0.0,0.0014773401869508651,0.0,0.0014773401869508651,0.0014773401869508651,Minimal (<$10)
PSN-00104,Essential,0.0,59.989284501146734,0.0,59.989284501146734,59.989284501146734,Medium ($50-150)
PSN-00105,Essential,0.0,0.004121080913497089,0.0,0.004121080913497089,0.004121080913497089,Minimal (<$10)
PSN-00106,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00107,Essential,172.44,59.98957237024261,139.9595011580193,199.94907352826192,372.3890735282619,High ($150-500)
PSN-00108,Premium,124.96000000000001,159.98730943032328,209.9382347078007,369.925544138124,494.88554413812403,High ($150-500)
PSN-00109,Essential,0.0,1.3122987338196237,0.0,1.3122987338196237,1.3122987338196237,Minimal (<$10)
PSN-00110,Premium,30.0,159.98733377418813,0.0,159.98733377418813,189.98733377418813,High ($150-500)
PSN-00111,Extra,0.0,3.672459749461789,0.0,3.672459749461789,3.672459749461789,Minimal (<$10)
PSN-00112,Essential,117.4,59.98907795626637,0.0,59.98907795626637,177.38907795626636,Medium ($50-150)
PSN-00113,Essential,14.98,59.98932264989161,19.979887202407355,79.96920985229897,94.94920985229898,Medium ($50-150)
PSN-00114,Free,29.979999999999997,0.0,0.0,0.0,29.979999999999997,Minimal (<$10)
PSN-00115,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00116,Extra,0.0,134.98920604738345,0.0,134.98920604738345,134.98920604738345,Medium ($50-150)
PSN-00117,Essential,0.0,0.012516981411055941,0.0,0.012516981411055941,0.012516981411055941,Minimal (<$10)
PSN-00118,Essential,0.0,59.988995191755585,0.0,59.988995191755585,59.988995191755585,Medium ($50-150)
PSN-00119,Essential,0.0,59.98955294868069,0.0,59.98955294868069,59.98955294868069,Medium ($50-150)
PSN-00120,Free,22.48,0.0,0.0,0.0,22.48,Minimal (<$10)
PSN-00121,Essential,0.0,59.988384385971706,0.0,59.988384385971706,59.988384385971706,Medium ($50-150)
PSN-00122,Essential,34.96,59.98957799358331,19.97992972421899,79.9695077178023,114.9295077178023,Medium ($50-150)
PSN-00123,Free,9.99,0.0,0.0,0.0,9.99,Minimal (<$10)
PSN-00124,Essential,132.42,59.9893995704139,0.0,59.9893995704139,192.40939957041388,Medium ($50-150)
PSN-00125,Essential,0.0,1.2842859998564984,0.0,1.2842859998564984,1.2842859998564984,Minimal (<$10)
PSN-00126,Essential,77.49000000000001,59.98948433773079,59.99974212588637,119.98922646361716,197.47922646361718,Medium ($50-150)
PSN-00127,Essential,232.9,59.989881349634814,49.979950573885205,109.96983192352002,342.86983192352,Medium ($50-150)
PSN-00128,Extra,147.46,134.9880023622677,0.0,134.9880023622677,282.44800236226774,Medium ($50-150)
PSN-00129,Free,47.49,0.0,0.0,0.0,47.49,Minimal (<$10)
PSN-00130,Essential,59.97,59.989514367074314,0.0,59.989514367074314,119.95951436707432,Medium ($50-150)
PSN-00131,Essential,0.0,47.76458592819253,0.0,47.76458592819253,47.76458592819253,Low ($10-50)
PSN-00132,Essential,29.979999999999997,59.98932042578455,0.0,59.98932042578455,89.96932042578455,Medium ($50-150)
PSN-00133,Essential,0.0,59.989083781934355,0.0,59.989083781934355,59.989083781934355,Medium ($50-150)
PSN-00134,Essential,0.0,59.98908296420844,0.0,59.98908296420844,59.98908296420844,Medium ($50-150)
PSN-00135,Extra,24.979999999999997,134.98741106227797,9.979904298101838,144.9673153603798,169.9473153603798,Medium ($50-150)
PSN-00136,Essential,144.96,59.98837024571047,289.9160618572794,349.90443210298986,494.8644321029899,High ($150-500)
PSN-00137,Essential,0.0,59.98911121813213,0.0,59.98911121813213,59.98911121813213,Medium ($50-150)
PSN-00138,Essential,0.0,59.988861712308434,0.0,59.988861712308434,59.988861712308434,Medium ($50-150)
PSN-00139,Essential,122.42999999999999,59.989959795812396,9.979996655794364,69.96995645160676,192.39995645160676,Medium ($50-150)
PSN-00140,Essential,9.99,59.98951335776867,19.97991896056191,79.96943231833058,89.95943231833057,Medium ($50-150)
PSN-00141,Essential,30.0,59.98922899605852,0.0,59.98922899605852,89.98922899605853,Medium ($50-150)
PSN-00142,Free,59.99,0.0,119.98,119.98,179.97,Medium ($50-150)
PSN-00143,Essential,0.0,59.98760642871917,0.0,59.98760642871917,59.98760642871917,Medium ($50-150)
PSN-00144,Essential,0.0,59.989415360081544,0.0,59.989415360081544,59.989415360081544,Medium ($50-150)
PSN-00145,Extra,34.99,0.06504859480635586,0.0,0.06504859480635586,35.05504859480636,Minimal (<$10)
PSN-00146,Free,78.97,0.0,0.0,0.0,78.97,Minimal (<$10)
PSN-00147,Essential,0.0,59.989121439587215,0.0,59.989121439587215,59.989121439587215,Medium ($50-150)
PSN-00148,Free,39.99,0.0,0.0,0.0,39.99,Minimal (<$10)
PSN-00149,Extra,59.95,134.98902574208654,9.979963985873114,144.96898972795967,204.91898972795968,Medium ($50-150)
PSN-00150,Essential,0.0,59.989371388983024,0.0,59.989371388983024,59.989371388983024,Medium ($50-150)
PSN-00151,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00152,Extra,39.99,134.9886094735662,0.0,134.9886094735662,174.97860947356622,Medium ($50-150)
PSN-00153,Extra,69.99,134.987886583875,0.0,134.987886583875,204.97788658387498,Medium ($50-150)
PSN-00154,Free,79.97,0.0,0.0,0.0,79.97,Minimal (<$10)
PSN-00155,Free,34.99,0.0,69.98,69.98,104.97,Medium ($50-150)
PSN-00156,Extra,69.98,134.98859789351454,0.0,134.98859789351454,204.96859789351453,Medium ($50-150)
PSN-00157,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00158,Essential,0.0,0.015773899167257605,0.0,0.015773899167257605,0.015773899167257605,Minimal (<$10)
PSN-00159,Essential,0.0,59.9895574074902,0.0,59.9895574074902,59.9895574074902,Medium ($50-150)
PSN-00160,Essential,0.0,59.98877448892361,0.0,59.98877448892361,59.98877448892361,Medium ($50-150)
PSN-00161,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00162,Essential,69.99000000000001,59.9899204714067,0.0,59.9899204714067,129.9799204714067,Medium ($50-150)
PSN-00163,Essential,191.42000000000002,59.98936401202211,0.0,59.98936401202211,251.40936401202214,Medium ($50-150)
PSN-00164,Essential,0.0,59.98939317673441,0.0,59.98939317673441,59.98939317673441,Medium ($50-150)
PSN-00165,Free,59.98,0.0,0.0,0.0,59.98,Minimal (<$10)
PSN-00166,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00167,Essential,0.0,59.98928635595195,0.0,59.98928635595195,59.98928635595195,Medium ($50-150)
PSN-00168,Extra,34.99,134.98930432916436,0.0,134.98930432916436,169.97930432916436,Medium ($50-150)
PSN-00169,Extra,69.98,134.9855370909531,139.95768638880583,274.9432234797589,344.9232234797589,High ($150-500)
PSN-00170,Free,69.98,0.0,40.0,40.0,109.98,Low ($10-50)
PSN-00171,Essential,0.0,0.0021805635248028387,0.0,0.0021805635248028387,0.0021805635248028387,Minimal (<$10)
PSN-00172,Essential,19.97,59.98833777442805,9.979861735195799,69.96819950962384,89.93819950962384,Medium ($50-150)
PSN-00173,Premium,109.96000000000001,0.3381086061285472,110.1923796632908,110.53048826941934,220.49048826941936,Medium ($50-150)
PSN-00174,Essential,42.48,59.989505421588994,24.999896945655316,84.98940236724431,127.4694023672443,Medium ($50-150)
PSN-00175,Essential,212.39000000000001,59.98945720740225,59.999728558460866,119.98918576586311,332.3791857658631,Medium ($50-150)
PSN-00176,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00177,Extra,69.97,134.98835211793656,139.93914584555907,274.9274979634956,344.89749796349565,High ($150-500)
PSN-00178,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00179,Essential,0.0,0.009491591579221342,0.0,0.009491591579221342,0.009491591579221342,Minimal (<$10)
PSN-00180,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00181,Essential,0.0,51.168157421304834,0.0,51.168157421304834,51.168157421304834,Medium ($50-150)
PSN-00182,Essential,19.98,0.0032881817465091803,0.0,0.0032881817465091803,19.98328818174651,Minimal (<$10)
PSN-00183,Extra,111.96000000000001,134.98892510330373,83.97966564254926,218.968590745853,330.928590745853,High ($150-500)
PSN-00184,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00185,Essential,173.97,59.98942573154636,0.0,59.98942573154636,233.95942573154636,Medium ($50-150)
PSN-00186,Extra,0.0,134.98988685726994,0.0,134.98988685726994,134.98988685726994,Medium ($50-150)
PSN-00187,Free,119.97,0.0,179.96,179.96,299.93,High ($150-500)
PSN-00188,Essential,0.0,0.5431149557276527,0.0,0.5431149557276527,0.5431149557276527,Minimal (<$10)
PSN-00189,Essential,164.92,59.989734262554954,39.97991145038295,99.9696457129379,264.88964571293786,Medium ($50-150)
PSN-00190,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00191,Extra,59.970000000000006,134.98967214292972,0.0,134.98967214292972,194.95967214292972,Medium ($50-150)
PSN-00192,Essential,29.99,59.98953760301906,0.0,59.98953760301906,89.97953760301905,Medium ($50-150)
PSN-00193,Essential,0.0,59.98005401621108,0.0,59.98005401621108,59.98005401621108,Medium ($50-150)
PSN-00194,Premium,269.84,159.98873307399003,59.919762753276714,219.90849582726673,489.7484958272667,High ($150-500)
PSN-00195,Extra,39.99,134.98882411604015,59.99973867309581,194.98856278913595,234.97856278913596,High ($150-500)
PSN-00196,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00197,Free,39.99,0.0,0.0,0.0,39.99,Minimal (<$10)
PSN-00198,Free,49.98,0.0,0.0,0.0,49.98,Minimal (<$10)
PSN-00199,Essential,77.48,59.988788620874246,69.97929344631422,129.96808206718845,207.44808206718847,Medium ($50-150)
PSN-00200,Extra,34.99,134.98824568162826,0.0,134.98824568162826,169.97824568162827,Medium ($50-150)
PSN-00201,Essential,9.98,59.98872049580374,9.979893570162705,69.96861406596645,79.94861406596645,Medium ($50-150)
PSN-00202,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00203,Essential,49.97,59.98954951681664,39.97984988900091,99.96939940581754,149.93939940581754,Medium ($50-150)
PSN-00204,Essential,0.0,59.9894217118085,0.0,59.9894217118085,59.9894217118085,Medium ($50-150)
PSN-00205,Essential,0.0,1.5367362857643652,0.0,1.5367362857643652,1.5367362857643652,Minimal (<$10)
PSN-00206,Essential,34.99,59.988007174746464,69.97883765701582,129.96684483176227,164.95684483176228,Medium ($50-150)
PSN-00207,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00208,Extra,44.980000000000004,134.9876900049955,0.0,134.9876900049955,179.96769000499552,Medium ($50-150)
PSN-00209,Essential,29.97,0.005247343671711277,0.0,0.005247343671711277,29.97524734367171,Minimal (<$10)
PSN-00210,Essential,0.0,59.98965342268548,0.0,59.98965342268548,59.98965342268548,Medium ($50-150)
PSN-00211,Essential,0.0,59.989023246861436,0.0,59.989023246861436,59.989023246861436,Medium ($50-150)
PSN-00212,Essential,0.0,59.98959521995969,0.0,59.98959521995969,59.98959521995969,Medium ($50-150)
PSN-00213,Free,69.99,0.0,0.0,0.0,69.99,Minimal (<$10)
PSN-00214,Essential,9.99,0.007344830393809773,0.0,0.007344830393809773,9.99734483039381,Minimal (<$10)
PSN-00215,Essential,0.0,0.0055002020157621,0.0,0.0055002020157621,0.0055002020157621,Minimal (<$10)
PSN-00216,Extra,84.97,134.9858108878362,0.0,134.9858108878362,219.9558108878362,Medium ($50-150)
PSN-00217,Essential,44.980000000000004,0.0028231454321136274,0.0,0.0028231454321136274,44.982823145432114,Minimal (<$10)
PSN-00218,Essential,0.0,17.163456733928548,0.0,17.163456733928548,17.163456733928548,Low ($10-50)
PSN-00219,Extra,19.99,134.98989450902846,0.0,134.98989450902846,154.97989450902847,Medium ($50-150)
PSN-00220,Essential,154.95000000000002,59.989818891595654,139.95978873201975,199.9496076236154,354.89960762361545,High ($150-500)
PSN-00221,Premium,0.0,159.98840362066565,0.0,159.98840362066565,159.98840362066565,High ($150-500)
PSN-00222,Free,9.99,0.0,0.0,0.0,9.99,Minimal (<$10)
PSN-00223,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00224,Essential,99.96000000000001,59.988212695389684,0.0,59.988212695389684,159.94821269538969,Medium ($50-150)
PSN-00225,Essential,0.0,1.3472773864908105,0.0,1.3472773864908105,1.3472773864908105,Minimal (<$10)
PSN-00226,Essential,224.93,59.989143164316296,0.0,59.989143164316296,284.9191431643163,Medium ($50-150)
PSN-00227,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00228,Premium,0.0,159.9882485519317,0.0,159.9882485519317,159.9882485519317,High ($150-500)
PSN-00229,Essential,0.0,59.98884297521903,0.0,59.98884297521903,59.98884297521903,Medium ($50-150)
PSN-00230,Essential,64.98,59.989954262661165,0.0,59.989954262661165,124.96995426266116,Medium ($50-150)
PSN-00231,Essential,29.979999999999997,59.98933084558234,0.0,59.98933084558234,89.96933084558233,Medium ($50-150)
PSN-00232,Free,116.96000000000001,0.0,83.98,83.98,200.94,Medium ($50-150)
PSN-00233,Essential,4.99,59.98908691023178,9.97992404870906,69.96901095894084,74.95901095894084,Medium ($50-150)
PSN-00234,Free,144.96,0.0,209.94,209.94,354.9,High ($150-500)
PSN-00235,Essential,0.0,2.2301705863802677,0.0,2.2301705863802677,2.2301705863802677,Minimal (<$10)
PSN-00236,Essential,9.99,59.98914423752666,0.0,59.98914423752666,69.97914423752665,Medium ($50-150)
PSN-00237,Essential,0.0,59.98929969334488,0.0,59.98929969334488,59.98929969334488,Medium ($50-150)
PSN-00238,Essential,328.94,59.98954062259318,59.99977027300876,119.98931089560193,448.92931089560193,Medium ($50-150)
PSN-00239,Extra,119.95,134.9886457381142,159.93919771595668,294.92784345407085,414.87784345407084,High ($150-500)
PSN-00240,Essential,0.0,59.9886513622673,0.0,59.9886513622673,59.9886513622673,Medium ($50-150)
PSN-00241,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00242,Premium,9.99,159.98544845513916,19.97971579515495,179.96516425029412,189.95516425029413,High ($150-500)
PSN-00243,Free,69.99,0.0,0.0,0.0,69.99,Minimal (<$10)
PSN-00244,Essential,0.0,59.9888194685645,0.0,59.9888194685645,59.9888194685645,Medium ($50-150)
PSN-00245,Free,0.0,0.0,0.0,0.0,0.0,Minimal (<$10)
PSN-00246,Essential,69.98,59.989369264670295,69.97963211486604,129.96900137953634,199.94900137953636,Medium ($50-150)
PSN-00247,Essential,69.98,59.98902497247979,0.0,59.98902497247979,129.9690249724798,Medium ($50-150)
PSN-00248,Essential,34.99,0.008287744360015675,0.0,0.008287744360015675,34.99828774436002,Minimal (<$10)
PSN-00249,Essential,20.0,59.98945500199312,0.0,59.98945500199312,79.98945500199312,Medium ($50-150)
PSN-00250,Free,14.98,0.0,0.0,0.0,14.98,Minimal (<$10)
PSN-00251,Essential,0.0,0.03685474289309472,0.0,0.03685474289309472,0.03685474289309472,Minimal (<$10)
PSN-00252,Essential,0.0,0.32927464684857716,0.0,0.32927464684857716,0.32927464684857716,Minimal (<$10)
PSN-00253,Extra,34.99,134.98892075129743,69.97972025400324,204.96864100530067,239.95864100530068,High ($150-500)
PSN-00254,Free,228.94,0.0,69.98,69.98,298.92,Medium ($50-150)
PSN-00255,Free,34.99,0.0,0.0,0.0,34.99,Minimal (<$10)
PSN-00256,Essential,0.0,0.007639446796553468,0.0,0.007639446796553468,0.007639446796553468,Minimal (<$10)
PSN-00257,Essential,54.980000000000004,59.98995833635345,0.0,59.98995833635345,114.96995833635346,Medium ($50-150)
PSN-00258,Extra,254.89000000000001,134.98867499598495,39.97980378672301,174.96847878270796,429.85847878270795,High ($150-500)
PSN-00259,Essential,59.99,59.98951599611567,119.97951599611567,179.96903199223135,239.95903199223136,High ($150-500)
PSN-00260,Free,69.98,0.0,69.98,69.98,139.96,Medium ($50-150)
PSN-00261,Essential,48.99,59.989695506916604,0.0,59.989695506916604,108.97969550691661,Medium ($50-150)
PSN-00262,Free,7.5,0.0,0.0,0.0,7.5,Minimal (<$10)
PSN-00263,Essential,243.85999999999999,0.008589945837539704,0.0,0.008589945837539704,243.86858994583753,Minimal (<$10)
PSN-00264,Essential,0.0,0.011615571663181808,0.0,0.011615571663181808,0.011615571663181808,Minimal (<$10)
PSN-00265,Extra,84.96,134.98612239899586,0.0,134.98612239899586,219.94612239899584,Medium ($50-150)
PSN-00266,Essential,183.9,59.989309614673196,79.95953989656,139.9488495112332,323.8488495112332,Medium ($50-150)
PSN-00267,Essential,47.49,59.98960184707111,69.97976777177894,129.96936961885004,177.45936961885005,Medium ($50-150)
PSN-00268,Essential,119.92,59.98919610320786,19.959866262877387,79.94906236608524,199.86906236608525,Medium ($50-150)
PSN-00269,Premium,99.92,159.9869101056871,99.93903492706534,259.92594503275245,359.84594503275247,High ($150-500)
PSN-00270,Essential,109.43,59.98987649021684,29.959969158583903,89.94984564880073,199.37984564880074,Medium ($50-150)
