player_id,dlc_propensity,propensity_tier
PSN-00674,0.07862697925358232,Low
PSN-00675,0.17090875660719573,Medium
PSN-00676,0.01616700984436834,Low
PSN-00677,0.09349268318434159,Low
PSN-00678,0.6233531485535099,High
PSN-00679,0.14061866629074968,Low
PSN-00680,0.9177293647632778,Very High
PSN-00681,0.3065567370404291,Medium
PSN-00682,0.9389585854395586,Very High
PSN-00683,0.3308505952345496,Medium
PSN-00684,0.05077112649226107,Low
PSN-00685,0.08498476218183991,Low
PSN-00686,0.0601889156114523,Low
PSN-00687,0.12641451664291284,Low
PSN-00688,0.011611654580978297,Low
PSN-00689,0.11666162623079028,Low
PSN-00690,0.863573126784535,Very High
PSN-00691,0.01786167310294542,Low
PSN-00692,0.6461819543722015,High
PSN-00693,0.760791005959018,Very High
PSN-00694,0.01179289363124318,Low
PSN-00695,0.10047471626125853,Low
PSN-00696,0.041841061685484855,Low
PSN-00697,0.19867909781854695,Medium
PSN-00698,0.17917735421279224,Medium
PSN-00699,0.21599619391715075,Medium
PSN-00700,0.6970683971565884,Very High
PSN-00701,0.7870117669529214,Very High
PSN-00702,0.5810461962406417,High
PSN-00703,0.015907679473235518,Low
PSN-00704,0.7742383381592675,Very High
PSN-00705,0.2830969946869072,Medium
PSN-00706,0.07420354149364329,Low
PSN-00707,0.06066763614152604,Low
PSN-00708,0.2535279782488729,Medium
PSN-00709,0.1673893326543729,Medium
PSN-00710,0.2604941960019839,Medium
PSN-00711,0.11735734483187946,Low
PSN-00712,0.019831231901164863,Low
PSN-00713,0.036827813075884064,Low
PSN-00714,0.06325677331147793,Low
PSN-00715,0.3513229931132512,Medium
PSN-00716,0.16304681546237548,Medium
PSN-00717,0.6933206797279324,Very High
PSN-00718,0.013050942570559861,Low
PSN-00719,0.07486327520032147,Low
PSN-00720,0.09191529073188699,Low
PSN-00721,0.03575852907826525,Low
PSN-00722,0.842049245048549,Very High
PSN-00723,0.24870895034877738,Medium
