player_id,tier,start_date,end_date,is_active,auto_renew,billing_cycle
PSN-00049,Essential,2024-10-09,,True,True,quarterly
PSN-00050,Essential,2024-05-12,,True,True,monthly
PSN-00051,Essential,2021-05-22,,True,True,quarterly
PSN-00052,Essential,2021-01-05,,True,False,monthly
PSN-00053,Essential,2021-11-17,,True,True,monthly
PSN-00054,Essential,2019-10-25,2022-05-02,False,False,annual
PSN-00055,Essential,2020-09-01,,True,True,quarterly
PSN-00056,Essential,2025-01-11,,True,True,quarterly
PSN-00057,Free,2023-02-26,,True,False,none
PSN-00058,Essential,2023-01-25,,True,True,annual
PSN-00059,Free,2020-09-05,,True,False,none
PSN-00060,Essential,2024-02-28,,True,True,annual
PSN-00061,Essential,2020-07-17,,True,True,quarterly
PSN-00062,Free,2024-10-22,,True,False,none
PSN-00063,Essential,2022-05-19,,True,True,quarterly
PSN-00064,Free,2020-12-25,,True,False,none
PSN-00065,Essential,2023-08-13,,True,True,monthly
PSN-00066,Premium,2022-06-13,,True,True,quarterly
PSN-00067,Free,2020-08-13,,True,False,none
PSN-00068,Essential,2023-12-14,,True,True,monthly
PSN-00069,Free,2023-05-01,,True,False,none
PSN-00070,Essential,2023-01-04,,True,True,quarterly
PSN-00071,Free,2021-10-08,,True,False,none
PSN-00072,Essential,2021-06-24,2025-04-18,False,False,monthly
PSN-00073,Essential,2021-11-02,,True,True,annual
PSN-00074,Essential,2024-05-11,,True,True,annual
PSN-00075,Extra,2021-07-24,,True,True,annual
PSN-00076,Essential,2025-05-06,,True,True,monthly
PSN-00077,Essential,2020-04-15,,True,True,quarterly
PSN-00078,Essential,2020-08-12,,True,False,monthly
PSN-00079,Free,2020-12-29,,True,False,none
PSN-00080,Free,2019-01-07,,True,False,none
PSN-00081,Free,2024-04-09,,True,False,none
PSN-00082,Free,2021-01-15,,True,False,none
PSN-00083,Essential,2019-12-08,,True,True,annual
PSN-00084,Premium,2023-05-21,,True,False,monthly
PSN-00085,Extra,2025-04-27,,True,True,annual
PSN-00086,Essential,2025-01-05,,True,True,annual
PSN-00087,Premium,2020-05-06,2024-11-13,False,False,quarterly
PSN-00088,Essential,2024-04-21,,True,False,annual
PSN-00089,Essential,2021-04-20,,True,True,quarterly
PSN-00090,Essential,2024-04-02,,True,True,annual
PSN-00091,Essential,2023-02-23,2024-09-30,False,False,monthly
PSN-00092,Essential,2023-08-21,,True,True,monthly
PSN-00093,Extra,2024-03-25,,True,True,quarterly
PSN-00094,Free,2024-05-14,,True,False,none
PSN-00095,Free,2019-11-11,,True,False,none
PSN-00096,Essential,2023-12-16,2024-05-16,False,False,annual
PSN-00097,Essential,2020-04-17,,True,True,annual
PSN-00098,Essential,2024-11-12,,True,True,annual
PSN-00099,Essential,2025-09-05,2025-12-20,False,False,monthly
PSN-00100,Essential,2020-08-11,,True,True,annual
PSN-00101,Essential,2021-02-15,,True,True,monthly
PSN-00102,Essential,2024-08-07,,True,True,annual
PSN-00103,Essential,2025-07-14,2025-11-30,False,False,monthly
PSN-00104,Essential,2020-10-20,,True,True,quarterly
PSN-00105,Essential,2024-01-25,2024-04-12,False,False,quarterly
PSN-00106,Free,2023-04-23,,True,False,none
PSN-00107,Essential,2020-06-04,,True,True,quarterly
PSN-00108,Premium,2021-07-28,,True,False,annual
PSN-00109,Essential,2024-09-10,2025-10-30,False,False,monthly
PSN-00110,Premium,2022-01-11,,True,True,quarterly
PSN-00111,Extra,2019-09-12,2021-08-14,False,False,annual
PSN-00112,Essential,2022-08-30,,True,True,monthly
PSN-00113,Essential,2025-02-19,,True,True,quarterly
PSN-00114,Free,2022-05-03,,True,False,none
PSN-00115,Free,2024-11-06,,True,False,none
PSN-00116,Extra,2019-12-25,,True,True,quarterly
PSN-00117,Essential,2023-06-21,2025-12-02,False,False,monthly
PSN-00118,Essential,2023-03-28,,True,True,quarterly
PSN-00119,Essential,2025-02-19,,True,True,annual
PSN-00120,Free,2022-02-15,,True,False,none
PSN-00121,Essential,2024-11-04,,True,False,monthly
PSN-00122,Essential,2019-12-18,,True,True,quarterly
PSN-00123,Free,2019-04-08,,True,False,none
PSN-00124,Essential,2023-08-13,,True,True,annual
PSN-00125,Essential,2019-06-21,2021-07-23,False,False,monthly
PSN-00126,Essential,2024-10-11,,True,True,annual
PSN-00127,Essential,2019-06-25,,True,True,monthly
PSN-00128,Extra,2023-03-26,,True,True,monthly
PSN-00129,Free,2021-09-16,,True,False,none
PSN-00130,Essential,2023-11-10,,True,True,annual
PSN-00131,Essential,2022-12-28,,True,True,monthly
PSN-00132,Essential,2022-05-25,,True,True,quarterly
PSN-00133,Essential,2021-11-27,,True,True,quarterly
PSN-00134,Essential,2022-09-26,,True,True,quarterly
PSN-00135,Extra,2023-03-15,,True,False,annual
PSN-00136,Essential,2025-10-15,,True,True,monthly
PSN-00137,Essential,2021-11-08,,True,False,annual
PSN-00138,Essential,2021-11-20,,True,True,monthly
PSN-00139,Essential,2019-09-05,,True,True,quarterly
PSN-00140,Essential,2024-06-28,,True,True,annual
PSN-00141,Essential,2021-02-09,,True,True,monthly
PSN-00142,Free,2025-05-11,,True,False,none
PSN-00143,Essential,2024-12-15,,True,False,monthly
PSN-00144,Essential,2024-03-03,,True,True,annual
PSN-00145,Extra,2021-06-07,2024-02-21,False,False,monthly
PSN-00146,Free,2021-11-06,,True,False,none
PSN-00147,Essential,2021-04-05,,True,False,annual
PSN-00148,Free,2022-10-03,,True,False,none
PSN-00149,Extra,2020-08-09,,True,True,annual
PSN-00150,Essential,2024-11-22,,True,True,monthly
PSN-00151,Free,2024-12-01,,True,False,none
PSN-00152,Extra,2020-12-11,,True,True,quarterly
PSN-00153,Extra,2020-08-30,,True,False,annual
PSN-00154,Free,2022-03-26,,True,False,none
PSN-00155,Free,2022-11-17,,True,False,none
PSN-00156,Extra,2023-06-30,,True,True,annual
PSN-00157,Free,2019-04-03,,True,False,none
PSN-00158,Essential,2024-03-06,2025-12-04,False,False,quarterly
PSN-00159,Essential,2020-01-06,,True,True,monthly
PSN-00160,Essential,2021-07-24,,True,False,monthly
PSN-00161,Free,2023-04-19,,True,False,none
PSN-00162,Essential,2024-12-20,,True,True,annual
PSN-00163,Essential,2023-03-14,,True,True,annual
PSN-00164,Essential,2020-10-06,,True,True,monthly
PSN-00165,Free,2023-01-29,,True,False,none
PSN-00166,Free,2019-03-23,,True,False,none
PSN-00167,Essential,2020-08-17,,True,True,monthly
PSN-00168,Extra,2020-01-06,,True,True,annual
PSN-00169,Extra,2025-11-20,,True,False,monthly
PSN-00170,Free,2021-03-17,,True,False,none
PSN-00171,Essential,2022-07-03,2024-10-27,False,False,quarterly
PSN-00172,Essential,2024-02-15,,True,False,quarterly
PSN-00173,Premium,2025-10-19,2025-12-02,False,False,monthly
PSN-00174,Essential,2025-04-13,,True,True,annual
PSN-00175,Essential,2020-03-03,,True,False,quarterly
PSN-00176,Free,2021-05-12,,True,False,none
PSN-00177,Extra,2025-07-16,,True,True,monthly
PSN-00178,Free,2023-10-10,,True,False,none
PSN-00179,Essential,2021-12-08,2024-07-03,False,False,quarterly
PSN-00180,Free,2020-05-21,,True,False,none
PSN-00181,Essential,2023-09-11,,True,True,monthly
PSN-00182,Essential,2022-01-27,2024-08-17,False,True,monthly
PSN-00183,Extra,2024-03-19,,True,True,annual
PSN-00184,Free,2021-04-12,,True,False,none
PSN-00185,Essential,2022-04-16,,True,True,annual
PSN-00186,Extra,2019-07-13,,True,True,annual
PSN-00187,Free,2019-02-05,,True,False,none
PSN-00188,Essential,2019-03-12,2021-05-16,False,False,monthly
PSN-00189,Essential,2020-03-06,,True,True,quarterly
PSN-00190,Free,2025-04-15,,True,False,none
PSN-00191,Extra,2019-12-03,,True,True,annual
PSN-00192,Essential,2020-11-01,,True,True,monthly
PSN-00193,Essential,2024-07-15,,True,False,annual
PSN-00194,Premium,2024-07-11,,True,True,annual
PSN-00195,Extra,2021-02-01,,True,True,monthly
PSN-00196,Free,2024-09-03,,True,False,none
PSN-00197,Free,2019-09-16,,True,False,none
PSN-00198,Free,2019-03-10,,True,False,none
PSN-00199,Essential,2021-10-15,,True,False,annual
PSN-00200,Extra,2020-12-17,,True,True,quarterly
PSN-00201,Essential,2025-06-17,,True,False,quarterly
PSN-00202,Free,2024-01-30,,True,False,none
PSN-00203,Essential,2024-12-23,,True,True,annual
PSN-00204,Essential,2020-12-19,,True,True,annual
PSN-00205,Essential,2021-05-05,,True,False,annual
PSN-00206,Essential,2023-11-15,,True,False,quarterly
PSN-00207,Free,2024-08-05,,True,False,none
PSN-00208,Extra,2021-02-24,,True,False,annual
PSN-00209,Essential,2023-03-24,2024-09-06,False,True,quarterly
PSN-00210,Essential,2019-05-04,,True,True,quarterly
PSN-00211,Essential,2023-02-21,,True,True,monthly
PSN-00212,Essential,2025-05-16,,True,True,annual
PSN-00213,Free,2021-11-07,,True,False,none
PSN-00214,Essential,2023-01-29,2025-07-15,False,False,monthly
PSN-00215,Essential,2024-01-27,2024-10-24,False,True,monthly
PSN-00216,Extra,2022-10-22,,True,False,quarterly
PSN-00217,Essential,2023-11-20,2024-08-19,False,False,quarterly
PSN-00218,Essential,2025-01-18,,True,False,monthly
PSN-00219,Extra,2019-12-24,,True,True,annual
PSN-00220,Essential,2024-09-30,,True,True,annual
PSN-00221,Premium,2024-09-26,,True,True,monthly
PSN-00222,Free,2024-06-02,,True,False,none
PSN-00223,Free,2025-04-21,,True,False,none
PSN-00224,Essential,2023-02-22,,True,False,quarterly
PSN-00225,Essential,2021-06-10,2025-12-23,False,False,quarterly
PSN-00226,Essential,2024-06-21,,True,True,monthly
PSN-00227,Free,2021-06-09,,True,False,none
PSN-00228,Premium,2020-11-23,,True,True,monthly
PSN-00229,Essential,2024-02-07,,True,False,annual
PSN-00230,Essential,2019-06-06,,True,True,monthly
PSN-00231,Essential,2021-12-04,,True,True,monthly
PSN-00232,Free,2025-03-03,,True,False,none
PSN-00233,Essential,2022-01-10,,True,True,monthly
PSN-00234,Free,2025-05-15,,True,False,none
PSN-00235,Essential,2019-06-26,2020-10-20,False,False,monthly
PSN-00236,Essential,2024-09-17,,True,True,quarterly
PSN-00237,Essential,2021-11-10,,True,True,quarterly
PSN-00238,Essential,2021-07-14,,True,True,annual
PSN-00239,Extra,2020-10-10,,True,True,monthly
PSN-00240,Essential,2025-05-03,,True,True,quarterly
PSN-00241,Free,2024-02-17,,True,False,none
PSN-00242,Premium,2022-03-28,,True,False,quarterly
PSN-00243,Free,2021-01-02,,True,False,none
PSN-00244,Essential,2022-08-08,,True,False,annual
PSN-00245,Free,2024-10-05,,True,False,none
PSN-00246,Essential,2021-01-23,,True,True,quarterly
PSN-00247,Essential,2023-04-22,,True,True,quarterly
PSN-00248,Essential,2024-11-07,2025-10-04,False,True,monthly
PSN-00249,Essential,2024-02-26,,True,True,monthly
PSN-00250,Free,2024-03-20,,True,False,none
PSN-00251,Essential,2025-02-02,2025-07-14,False,False,monthly
PSN-00252,Essential,2020-01-08,2020-09-29,False,False,quarterly
PSN-00253,Extra,2021-03-01,,True,True,annual
PSN-00254,Free,2019-11-13,,True,False,none
PSN-00255,Free,2022-05-27,,True,False,none
PSN-00256,Essential,2021-11-18,2024-04-11,False,False,monthly
PSN-00257,Essential,2019-08-07,,True,True,annual
PSN-00258,Extra,2022-11-15,,True,True,annual
PSN-00259,Essential,2020-05-08,,True,True,quarterly
PSN-00260,Free,2021-06-11,,True,False,none
PSN-00261,Essential,2021-10-25,,True,True,annual
PSN-00262,Free,2024-05-10,,True,False,none
PSN-00263,Essential,2023-02-14,2024-09-15,False,False,monthly
PSN-00264,Essential,2023-01-21,2025-01-19,False,False,monthly
PSN-00265,Extra,2024-02-03,,True,False,quarterly
PSN-00266,Essential,2020-12-17,,True,True,monthly
PSN-00267,Essential,2020-10-20,,True,True,annual
PSN-00268,Essential,2024-04-27,,True,True,monthly
PSN-00269,Premium,2024-01-09,,True,False,annual
PSN-00270,Essential,2019-11-06,,True,True,monthly
PSN-00271,Free,2020-05-06,,True,False,none
PSN-00272,Extra,2021-03-06,,True,True,quarterly
PSN-00273,Extra,2019-08-02,,True,True,monthly
PSN-00274,Free,2022-12-19,,True,False,none
PSN-00275,Free,2019-04-30,,True,False,none
PSN-00276,Free,2024-01-17,,True,False,none
PSN-00277,Essential,2022-07-27,,True,True,quarterly
PSN-00278,Essential,2024-06-16,2024-09-04,False,False,monthly
PSN-00279,Free,2021-12-24,,True,False,none
PSN-00280,Essential,2025-03-09,,True,False,quarterly
PSN-00281,Essential,2021-03-22,2023-11-05,False,False,annual
PSN-00282,Extra,2023-03-17,,True,True,quarterly
PSN-00283,Essential,2019-12-09,,True,True,quarterly
PSN-00284,Essential,2024-08-29,2024-10-06,False,False,quarterly
PSN-00285,Free,2022-05-28,,True,False,none
PSN-00286,Extra,2020-02-01,,True,True,quarterly
PSN-00287,Free,2023-11-26,,True,False,none
PSN-00288,Essential,2025-01-27,,True,False,quarterly
PSN-00289,Essential,2019-12-23,,True,True,annual
PSN-00290,Essential,2024-08-09,,True,True,monthly
PSN-00291,Essential,2023-10-03,,True,False,annual
PSN-00292,Essential,2021-03-27,,True,True,annual
PSN-00293,Extra,2022-10-28,,True,True,annual
PSN-00294,Free,2023-09-17,,True,False,none
PSN-00295,Free,2021-11-15,,True,False,none
PSN-00296,Essential,2025-09-01,,True,True,annual
PSN-00297,Essential,2020-04-14,,True,True,monthly
PSN-00298,Essential,2025-02-23,2025-10-05,False,False,quarterly
PSN-00299,Extra,2025-01-30,,True,True,annual
PSN-00300,Free,2020-04-05,,True,False,none
PSN-00301,Extra,2022-02-10,,True,True,quarterly
PSN-00302,Essential,2021-05-27,,True,True,monthly
PSN-00303,Essential,2022-04-07,2023-11-25,False,False,annual
PSN-00304,Essential,2020-09-26,2024-09-10,False,False,quarterly
PSN-00305,Extra,2024-04-17,,True,True,monthly
PSN-00306,Essential,2023-11-17,,True,True,quarterly
PSN-00307,Essential,2024-09-30,,True,True,annual
PSN-00308,Essential,2024-06-07,,True,False,quarterly
PSN-00309,Essential,2023-05-19,,True,False,annual
PSN-00310,Extra,2020-01-12,,True,True,monthly
PSN-00311,Extra,2024-09-05,,True,False,monthly
PSN-00312,Extra,2024-01-04,,True,True,annual
PSN-00313,Essential,2019-11-22,,True,True,quarterly
PSN-00314,Free,2019-07-12,,True,False,none
PSN-00315,Extra,2024-04-17,,True,False,monthly
PSN-00316,Essential,2022-01-08,,True,True,monthly
PSN-00317,Free,2020-12-19,,True,False,none
PSN-00318,Essential,2022-02-18,,True,True,annual
PSN-00319,Extra,2025-10-30,,True,True,quarterly
PSN-00320,Premium,2021-05-07,,True,True,annual
PSN-00321,Free,2021-03-21,,True,False,none
PSN-00322,Extra,2021-10-25,,True,True,monthly
PSN-00323,Free,2019-04-29,,True,False,none
PSN-00324,Essential,2019-07-30,,True,True,monthly
PSN-00325,Essential,2021-12-21,,True,False,annual
PSN-00326,Free,2019-02-06,,True,False,none
PSN-00327,Essential,2023-09-07,,True,False,monthly
PSN-00328,Essential,2022-07-17,,True,True,annual
PSN-00329,Premium,2022-11-26,,True,True,monthly
PSN-00330,Free,2021-01-05,,True,False,none
PSN-00331,Free,2023-07-31,,True,False,none
PSN-00332,Essential,2021-12-16,,True,False,monthly
PSN-00333,Essential,2020-02-13,2024-09-07,False,False,monthly
PSN-00334,Essential,2022-12-01,,True,True,quarterly
PSN-00335,Essential,2020-08-30,,True,True,annual
PSN-00336,Extra,2022-08-17,,True,True,quarterly
PSN-00337,Essential,2022-09-29,,True,True,monthly
PSN-00338,Essential,2022-02-26,,True,True,annual
PSN-00339,Premium,2025-05-30,,True,True,quarterly
PSN-00340,Essential,2022-09-02,,True,True,monthly
PSN-00341,Essential,2025-10-09,,True,True,monthly
PSN-00342,Essential,2024-12-23,2025-12-15,False,False,quarterly
PSN-00343,Essential,2025-04-16,,True,False,quarterly
PSN-00344,Essential,2020-04-09,2022-01-21,False,True,quarterly
PSN-00345,Essential,2023-05-19,,True,True,quarterly
PSN-00346,Free,2025-01-26,,True,False,none
PSN-00347,Premium,2022-02-27,,True,True,annual
PSN-00348,Free,2023-06-12,,True,False,none
PSN-00349,Free,2022-04-02,,True,False,none
PSN-00350,Premium,2024-07-10,2025-01-06,False,False,annual
PSN-00351,Essential,2025-03-26,,True,True,quarterly
PSN-00352,Free,2024-11-02,,True,False,none
PSN-00353,Essential,2023-07-31,2024-09-29,False,False,monthly
PSN-00354,Essential,2023-04-05,,True,False,monthly
PSN-00355,Essential,2024-10-09,2025-12-24,False,False,quarterly
PSN-00356,Essential,2020-10-01,,True,True,annual
PSN-00357,Free,2020-10-22,,True,False,none
PSN-00358,Essential,2021-12-02,,True,False,annual
PSN-00359,Free,2023-06-19,,True,False,none
PSN-00360,Essential,2025-07-16,,True,True,annual
PSN-00361,Essential,2020-10-31,,True,True,annual
PSN-00362,Essential,2024-02-08,2025-08-21,False,False,annual
PSN-00363,Essential,2024-01-11,,True,True,quarterly
PSN-00364,Extra,2022-09-05,,True,True,monthly
PSN-00365,Essential,2024-10-21,2025-06-29,False,False,monthly
PSN-00366,Essential,2023-11-15,2025-05-30,False,False,quarterly
PSN-00367,Essential,2024-08-10,2025-07-01,False,False,quarterly
PSN-00368,Free,2020-07-22,,True,False,none
PSN-00369,Extra,2020-08-23,,True,True,monthly
PSN-00370,Essential,2021-11-03,2022-05-31,False,True,quarterly
PSN-00371,Free,2023-12-23,,True,False,none
PSN-00372,Free,2024-07-18,,True,False,none
PSN-00373,Essential,2020-01-30,,True,False,monthly
PSN-00374,Essential,2024-03-03,,True,True,annual
PSN-00375,Essential,2022-02-09,,True,False,annual
PSN-00376,Essential,2025-10-18,,True,True,quarterly
PSN-00377,Free,2023-02-03,,True,False,none
PSN-00378,Free,2019-05-12,,True,False,none
PSN-00379,Free,2021-11-26,,True,False,none
PSN-00380,Essential,2020-02-25,,True,True,quarterly
PSN-00381,Essential,2025-08-14,,True,False,annual
PSN-00382,Essential,2024-03-18,2024-11-12,False,False,monthly
PSN-00383,Extra,2023-08-11,,True,True,quarterly
PSN-00384,Essential,2023-06-03,,True,True,monthly
PSN-00385,Essential,2025-07-26,,True,True,quarterly
PSN-00386,Premium,2019-02-13,2020-10-03,False,False,annual
PSN-00387,Essential,2025-07-10,2025-12-14,False,False,monthly
PSN-00388,Extra,2022-07-20,,True,False,monthly
PSN-00389,Essential,2022-07-16,2025-10-13,False,True,monthly
PSN-00390,Free,2020-04-10,,True,False,none
PSN-00391,Essential,2023-08-01,,True,True,monthly
PSN-00392,Essential,2023-02-28,,True,True,quarterly
PSN-00393,Free,2021-06-01,,True,False,none
PSN-00394,Extra,2019-05-18,,True,True,annual
PSN-00395,Free,2019-05-31,,True,False,none
PSN-00396,Essential,2021-06-09,,True,True,quarterly
PSN-00397,Extra,2023-01-24,,True,True,monthly
PSN-00398,Free,2024-12-23,,True,False,none
PSN-00399,Free,2023-05-04,,True,False,none
PSN-00400,Essential,2022-11-13,,True,True,annual
PSN-00401,Essential,2021-10-03,,True,False,monthly
PSN-00402,Free,2020-01-05,,True,False,none
PSN-00403,Free,2019-11-05,,True,False,none
PSN-00404,Essential,2025-04-14,,True,True,annual
PSN-00405,Essential,2025-02-05,,True,False,quarterly
PSN-00406,Extra,2019-03-02,,True,True,annual
PSN-00407,Premium,2024-09-12,2024-11-13,False,False,monthly
PSN-00408,Extra,2023-05-13,,True,False,annual
PSN-00409,Essential,2025-09-08,2025-12-02,False,False,monthly
PSN-00410,Free,2024-09-30,,True,False,none
PSN-00411,Essential,2024-06-04,,True,True,quarterly
PSN-00412,Essential,2020-01-08,,True,True,quarterly
PSN-00413,Essential,2024-11-20,2025-08-02,False,False,monthly
PSN-00414,Essential,2020-09-26,,True,False,annual
PSN-00415,Essential,2022-09-13,,True,True,annual
PSN-00416,Free,2022-11-04,,True,False,none
PSN-00417,Free,2020-06-18,,True,False,none
PSN-00418,Essential,2023-08-03,,True,True,annual
PSN-00419,Essential,2023-06-20,2024-06-09,False,False,monthly
PSN-00420,Essential,2025-01-18,,True,True,quarterly
PSN-00421,Essential,2025-03-28,,True,True,annual
PSN-00422,Essential,2021-09-21,,True,True,annual
PSN-00423,Free,2023-02-20,,True,False,none
PSN-00424,Essential,2024-05-15,,True,True,monthly
PSN-00425,Free,2019-02-27,,True,False,none
PSN-00426,Free,2023-02-08,,True,False,none
PSN-00427,Essential,2024-08-11,2025-02-03,False,True,monthly
PSN-00428,Extra,2020-04-25,,True,True,annual
PSN-00429,Free,2023-07-09,,True,False,none
PSN-00430,Essential,2020-05-08,2021-12-11,False,True,annual
PSN-00431,Essential,2022-02-13,,True,True,annual
PSN-00432,Essential,2023-12-23,,True,False,annual
PSN-00433,Essential,2025-02-22,2025-04-17,False,False,monthly
PSN-00434,Extra,2024-03-24,,True,True,monthly
PSN-00435,Extra,2024-02-22,,True,False,annual
PSN-00436,Essential,2021-06-02,,True,True,annual
PSN-00437,Essential,2024-01-18,,True,False,annual
PSN-00438,Essential,2023-04-17,,True,False,monthly
PSN-00439,Essential,2025-03-21,,True,True,quarterly
PSN-00440,Essential,2022-09-18,2025-04-21,False,False,quarterly
PSN-00441,Extra,2019-04-01,,True,True,quarterly
PSN-00442,Essential,2022-10-20,,True,True,quarterly
PSN-00443,Essential,2023-12-09,,True,True,quarterly
PSN-00444,Extra,2024-01-18,,True,False,annual
PSN-00445,Free,2021-04-26,,True,False,none
PSN-00446,Premium,2025-07-06,2025-11-04,False,False,monthly
PSN-00447,Free,2024-03-18,,True,False,none
PSN-00448,Extra,2024-07-29,,True,True,quarterly
PSN-00449,Essential,2024-10-05,,True,True,annual
PSN-00450,Essential,2023-09-21,,True,True,annual
PSN-00451,Essential,2024-12-07,2025-03-24,False,False,monthly
PSN-00452,Extra,2022-02-26,2025-04-19,False,True,monthly
PSN-00453,Essential,2024-06-19,,True,True,monthly
PSN-00454,Essential,2022-11-24,,True,False,annual
PSN-00455,Essential,2024-09-28,,True,True,annual
PSN-00456,Essential,2025-06-06,,True,True,annual
PSN-00457,Essential,2021-09-05,,True,True,annual
PSN-00458,Essential,2021-01-25,,True,True,monthly
PSN-00459,Essential,2022-01-19,,True,True,monthly
PSN-00460,Free,2023-11-19,,True,False,none
PSN-00461,Essential,2019-12-20,,True,True,annual
PSN-00462,Free,2025-08-08,,True,False,none
PSN-00463,Essential,2024-01-24,,True,True,annual
PSN-00464,Essential,2023-08-10,,True,True,annual
PSN-00465,Essential,2022-12-01,,True,True,annual
PSN-00466,Essential,2020-06-12,,True,True,quarterly
PSN-00467,Essential,2025-07-08,,True,True,quarterly
PSN-00468,Essential,2020-09-15,,True,True,annual
PSN-00469,Essential,2021-04-16,,True,True,quarterly
PSN-00470,Essential,2024-05-27,,True,False,quarterly
PSN-00471,Essential,2023-04-20,,True,False,monthly
PSN-00472,Extra,2025-05-02,,True,True,annual
PSN-00473,Premium,2022-07-28,,True,True,annual
PSN-00474,Free,2021-02-22,,True,False,none
PSN-00475,Extra,2025-03-02,2025-08-16,False,False,quarterly
PSN-00476,Essential,2022-12-13,,True,True,quarterly
PSN-00477,Essential,2024-04-16,,True,True,quarterly
PSN-00478,Essential,2019-10-15,,True,True,annual
PSN-00479,Essential,2022-10-13,,True,True,monthly
PSN-00480,Essential,2024-03-23,,True,True,annual
PSN-00481,Free,2023-11-06,,True,False,none
PSN-00482,Essential,2023-08-16,,True,True,monthly
PSN-00483,Free,2019-12-27,,True,False,none
PSN-00484,Essential,2022-10-10,,True,True,monthly
PSN-00485,Essential,2020-01-16,,True,True,quarterly
PSN-00486,Free,2023-10-23,,True,False,none
PSN-00487,Premium,2023-04-26,,True,True,quarterly
PSN-00488,Free,2020-02-29,,True,False,none
PSN-00489,Essential,2023-08-31,,True,True,quarterly
PSN-00490,Essential,2023-11-26,,True,True,monthly
PSN-00491,Free,2019-04-27,,True,False,none
PSN-00492,Premium,2020-06-22,2025-12-24,False,False,quarterly
PSN-00493,Essential,2020-07-27,,True,True,annual
PSN-00494,Premium,2019-09-18,2024-04-12,False,False,annual
PSN-00495,Extra,2022-07-24,2023-12-06,False,False,quarterly
PSN-00496,Free,2024-04-11,,True,False,none
PSN-00497,Essential,2019-09-11,,True,False,monthly
PSN-00498,Extra,2023-06-21,,True,True,quarterly
PSN-00499,Essential,2022-04-26,,True,False,annual
PSN-00500,Free,2024-01-06,,True,False,none
PSN-00501,Essential,2021-12-26,2025-10-17,False,True,monthly
PSN-00502,Free,2023-01-04,,True,False,none
PSN-00503,Free,2024-07-11,,True,False,none
PSN-00504,Essential,2020-04-05,,True,False,annual
PSN-00505,Essential,2021-07-02,,True,False,annual
PSN-00506,Essential,2020-09-29,,True,True,quarterly
PSN-00507,Essential,2020-01-14,,True,True,monthly
PSN-00508,Essential,2023-04-24,,True,False,monthly
PSN-00509,Extra,2019-07-04,,True,True,annual
PSN-00510,Essential,2022-01-08,,True,True,monthly
PSN-00511,Essential,2020-07-07,,True,True,monthly
PSN-00512,Essential,2023-04-22,,True,False,monthly
PSN-00513,Essential,2024-06-09,,True,True,quarterly
