player_id,tier,churn_probability,risk_tier,dlc_propensity,propensity_tier,clv_12m,clv_segment,action,max_intervention_budget
PSN-00020,Essential,1.0365328112764977e-05,Low Risk,0.0276010917339958,Low,59.98937818396652,Medium ($50-150),Nurture,6.0
PSN-00021,Essential,1.4521837191758188e-05,Low Risk,0.1629723839204211,Medium,129.9686207159035,Medium ($50-150),Nurture,13.0
PSN-00022,Essential,1.0864426524320448e-05,Low Risk,0.4414988069242819,High,159.94880523901512,High ($150-500),Upsell,15.99
PSN-00023,Free,0.0,N/A (Free),0.0142527038673439,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00024,Essential,1.5123414924039252e-05,Low Risk,0.0655491175335975,Low,129.96856357805052,Medium ($50-150),Nurture,13.0
PSN-00025,Essential,5.565259315799672e-06,Low Risk,0.9025615642887443,Very High,59.98966614009365,Medium ($50-150),Upsell,6.0
PSN-00026,Essential,1.7012623911944873e-05,Low Risk,0.2753673435400066,Medium,59.98897941269152,Medium ($50-150),Nurture,6.0
PSN-00027,Essential,1.5581746013149556e-05,Low Risk,0.9765182814127034,Very High,189.92805290501818,High ($150-500),Upsell,18.99
PSN-00028,Premium,8.28578235648719e-06,Low Risk,0.8095231062046441,Very High,159.9886743576808,High ($150-500),Upsell,16.0
PSN-00029,Essential,2.6731559619736643e-06,Low Risk,0.0260427923362623,Low,59.98983963737385,Medium ($50-150),Nurture,6.0
PSN-00030,Essential,2.395736005769247e-06,Low Risk,0.0415849905931159,Low,59.98985627979702,Medium ($50-150),Nurture,6.0
PSN-00031,Essential,7.339591429288978e-06,Low Risk,0.631417042512282,High,99.98941290608158,Medium ($50-150),Upsell,10.0
PSN-00032,Extra,1.881733334818777e-05,Low Risk,0.7044207194110184,Very High,204.9668014296775,High ($150-500),Upsell,20.5
PSN-00033,Extra,0.9999370656846632,Critical,0.6293697790559172,High,0.008495503227310743,Minimal (<$10),Monitor,0.0
PSN-00034,Free,0.0,N/A (Free),0.134867960695396,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00035,Free,0.0,N/A (Free),0.9232877325725948,Very High,50.0,Low ($10-50),Upsell,5.0
PSN-00036,Extra,9.20251181256479e-06,Low Risk,0.2529684066287446,Medium,134.98875775293044,Medium ($50-150),Nurture,13.5
PSN-00037,Free,0.0,N/A (Free),0.2131313341540528,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00038,Free,0.0,N/A (Free),0.8774940320113137,Very High,60.0,Medium ($50-150),Upsell,6.0
PSN-00039,Extra,1.551979275962249e-05,Low Risk,0.1319995724499868,Low,134.98790498317538,Medium ($50-150),Nurture,13.5
PSN-00040,Essential,1.0198289114216811e-05,Low Risk,0.0783844251344418,Low,59.98938820463604,Medium ($50-150),Nurture,6.0
PSN-00041,Free,0.0,N/A (Free),0.0137099988515751,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00042,Essential,1.3364031462470922e-05,Low Risk,0.0523780865846288,Low,59.98919829175257,Medium ($50-150),Nurture,6.0
PSN-00043,Extra,1.761556258926963e-05,Low Risk,0.6238851814107804,High,154.9674460957358,High ($150-500),Upsell,15.5
PSN-00044,Essential,0.2254064750634873,Medium Risk,0.0118113701524986,Low,46.4678655609414,Low ($10-50),Nurture,4.65
PSN-00045,Essential,3.3256365626176153e-05,Low Risk,0.0647089949035068,Low,59.98800495062609,Medium ($50-150),Nurture,6.0
PSN-00046,Free,0.0,N/A (Free),0.1356496493993121,Low,69.98,Medium ($50-150),Nurture,7.0
PSN-00047,Premium,2.5392118315049456e-06,Low Risk,0.885690296664928,Very High,159.9895937514991,High ($150-500),Upsell,16.0
PSN-00048,Free,0.0,N/A (Free),0.0496280013094428,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00049,Essential,1.5621171072087667e-05,Low Risk,0.2135786958334813,Medium,59.989062885947384,Medium ($50-150),Nurture,6.0
PSN-00050,Essential,1.2277158019072578e-05,Low Risk,0.4798580626090777,High,59.98926349329044,Medium ($50-150),Upsell,6.0
PSN-00051,Essential,1.0925537878873572e-05,Low Risk,0.94533472549004,Very High,119.94901702935704,Medium ($50-150),Upsell,11.99
PSN-00052,Essential,3.076388042595558e-05,Low Risk,0.0248928936320297,Low,59.98815447481325,Medium ($50-150),Nurture,6.0
PSN-00053,Essential,1.756017839738081e-05,Low Risk,0.1066610883710915,Low,59.988946564897944,Medium ($50-150),Nurture,6.0
PSN-00054,Essential,0.962246393938197,Critical,0.0115718691087134,Low,2.264838827647562,Minimal (<$10),Monitor,0.23
PSN-00055,Essential,1.0712088239786202e-05,Low Risk,0.0536185758535204,Low,59.9893573818265,Medium ($50-150),Nurture,6.0
PSN-00056,Essential,8.944700559088655e-06,Low Risk,0.255517484769215,Medium,59.98946340741346,Medium ($50-150),Nurture,6.0
PSN-00057,Free,0.0,N/A (Free),0.1866456168983219,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00058,Essential,1.027649160903852e-05,Low Risk,0.7867278711365278,Very High,59.98938351326838,Medium ($50-150),Upsell,6.0
PSN-00059,Free,0.0,N/A (Free),0.2931586465504474,Medium,119.94,Medium ($50-150),Nurture,11.99
PSN-00060,Essential,1.1534091844602156e-05,Low Risk,0.1385973066820964,Low,59.989308069830244,Medium ($50-150),Nurture,6.0
PSN-00061,Essential,7.272058390964228e-06,Low Risk,0.164411239914204,Medium,59.989563749217126,Medium ($50-150),Nurture,6.0
PSN-00062,Free,0.0,N/A (Free),0.0492595117211308,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00063,Essential,1.2802841748592726e-05,Low Risk,0.016261972117209,Low,59.98923195752351,Medium ($50-150),Nurture,6.0
PSN-00064,Free,0.0,N/A (Free),0.1159977596467045,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00065,Essential,2.7801511113118826e-05,Low Risk,0.2655976447638359,Medium,59.98833218734833,Medium ($50-150),Nurture,6.0
PSN-00066,Premium,1.417101713223056e-05,Low Risk,0.0810104832527041,Low,159.98773277896902,High ($150-500),Nurture,16.0
PSN-00067,Free,0.0,N/A (Free),0.8921921681350654,Very High,0.0,Minimal (<$10),Upsell,0.0
PSN-00068,Essential,1.569865614083002e-05,Low Risk,0.6296686591839545,High,129.96850894163975,Medium ($50-150),Upsell,13.0
PSN-00069,Free,0.0,N/A (Free),0.1741731648633127,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00070,Essential,1.6253167531518594e-05,Low Risk,0.3842206892073285,Medium,59.98902497247979,Medium ($50-150),Nurture,6.0
PSN-00071,Free,0.0,N/A (Free),0.1416108670538739,Low,25.0,Low ($10-50),Nurture,2.5
PSN-00072,Essential,0.9998257614493166,Critical,0.0133135191648008,Low,0.010452570655499357,Minimal (<$10),Monitor,0.0
PSN-00073,Essential,7.153465491422772e-06,Low Risk,0.8414713160612097,Very High,59.989570863605174,Medium ($50-150),Upsell,6.0
PSN-00074,Essential,9.617931848794276e-06,Low Risk,0.3327186588280327,Medium,69.96937502678847,Medium ($50-150),Nurture,7.0
PSN-00075,Extra,6.2370439335535045e-06,Low Risk,0.3781746061951293,Medium,134.9891580614394,Medium ($50-150),Nurture,13.5
PSN-00076,Essential,1.1520997938799716e-05,Low Risk,0.6325257528601904,High,129.96890573561578,Medium ($50-150),Upsell,13.0
PSN-00077,Essential,1.3535693046643574e-05,Low Risk,0.0926611509823536,Low,59.98918799377414,Medium ($50-150),Nurture,6.0
PSN-00078,Essential,2.2051512367287675e-05,Low Risk,0.102460326211355,Low,129.96790554735537,Medium ($50-150),Nurture,13.0
PSN-00079,Free,0.0,N/A (Free),0.1010398919702625,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00080,Free,0.0,N/A (Free),0.2508756250512551,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00081,Free,0.0,N/A (Free),0.2531701229225219,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00082,Free,0.0,N/A (Free),0.0235554605842331,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00083,Essential,2.365988824708123e-06,Low Risk,0.3501538381357594,Medium,59.989858064330406,Medium ($50-150),Nurture,6.0
PSN-00084,Premium,3.178297466941547e-05,Low Risk,0.9732854750729294,Very High,299.9426908693153,High ($150-500),Upsell,29.99
PSN-00085,Extra,8.263713234428077e-06,Low Risk,0.5417058675886952,High,159.98878118493505,High ($150-500),Upsell,16.0
PSN-00086,Essential,4.355728902672733e-05,Low Risk,0.0962046853751975,Low,59.98738699823129,Medium ($50-150),Nurture,6.0
PSN-00087,Premium,0.9999449042949234,Critical,0.1161857646423054,Low,0.008814761855198467,Minimal (<$10),Monitor,0.0
PSN-00088,Essential,1.9420809117600804e-05,Low Risk,0.4802280319999331,High,59.98883494566103,Medium ($50-150),Upsell,6.0
PSN-00089,Essential,1.2488796059918164e-05,Low Risk,0.1167180367559584,Low,109.96893870211082,Medium ($50-150),Nurture,11.0
PSN-00090,Essential,9.710190550199953e-06,Low Risk,0.4792473636821772,High,129.96907772610155,Medium ($50-150),Upsell,13.0
PSN-00091,Essential,0.9997719122980956,Critical,0.031441905508937,Low,0.013682981237245642,Minimal (<$10),Monitor,0.0
PSN-00092,Essential,1.610025805093386e-05,Low Risk,0.2205906410106355,Medium,59.989034145519526,Medium ($50-150),Nurture,6.0
PSN-00093,Extra,1.0888706597223256e-05,Low Risk,0.2515333293509839,Medium,134.98853013349645,Medium ($50-150),Nurture,13.5
PSN-00094,Free,0.0,N/A (Free),0.9378128109122512,Very High,0.0,Minimal (<$10),Upsell,0.0
PSN-00095,Free,0.0,N/A (Free),0.2558580699826323,Medium,9.98,Minimal (<$10),Monitor,1.0
PSN-00096,Essential,0.9999702663493854,Critical,0.2128589837551067,Medium,0.0017837217003728234,Minimal (<$10),Monitor,0.0
PSN-00097,Essential,1.0853485575718183e-05,Low Risk,0.8259083159722876,Very High,59.98934889940031,Medium ($50-150),Upsell,6.0
PSN-00098,Essential,7.539257249221415e-06,Low Risk,0.9055237016218908,Very High,139.9492463004528,Medium ($50-150),Upsell,13.99
PSN-00099,Essential,0.9990500578736484,Critical,0.0613087327329912,Low,35.08022550316087,Low ($10-50),Retain Standard,3.51
PSN-00100,Essential,4.5841084594823934e-05,Low Risk,0.0188360050558458,Low,59.98724999333516,Medium ($50-150),Nurture,6.0
PSN-00101,Essential,1.3634414651642114e-05,Low Risk,0.023332612075092,Low,59.98918207146505,Medium ($50-150),Nurture,6.0
PSN-00102,Essential,5.800917197628657e-06,Low Risk,0.8463989965106938,Very High,59.989652002977316,Medium ($50-150),Upsell,6.0
PSN-00103,Essential,0.999975373559144,Critical,0.1331828771619116,Low,0.0014773401869508651,Minimal (<$10),Monitor,0.0
PSN-00104,Essential,1.1926968715845455e-05,Low Risk,0.0690559151022029,Low,59.989284501146734,Medium ($50-150),Nurture,6.0
PSN-00105,Essential,0.9999313038687532,Critical,0.0227611778593167,Low,0.004121080913497089,Minimal (<$10),Monitor,0.0
PSN-00106,Free,0.0,N/A (Free),0.2580617074792785,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00107,Essential,7.128350681636675e-06,Low Risk,0.8220344493350994,Very High,199.94907352826192,High ($150-500),Upsell,19.99
PSN-00108,Premium,1.681711154911733e-05,Low Risk,0.9324143014054956,Very High,369.925544138124,High ($150-500),Upsell,36.99
PSN-00109,Essential,0.978124708554432,Critical,0.0140354706017981,Low,1.3122987338196237,Minimal (<$10),Monitor,0.13
PSN-00110,Premium,1.6664952883793082e-05,Low Risk,0.2209654719166485,Medium,159.98733377418813,High ($150-500),Nurture,16.0
PSN-00111,Extra,0.972794579232078,Critical,0.0115398751472731,Low,3.672459749461789,Minimal (<$10),Monitor,0.37
PSN-00112,Essential,1.5369957220090638e-05,Low Risk,0.8963246007010817,Very High,59.98907795626637,Medium ($50-150),Upsell,6.0
PSN-00113,Essential,1.1291050314777648e-05,Low Risk,0.1244241186558174,Low,79.96920985229897,Medium ($50-150),Nurture,8.0
PSN-00114,Free,0.0,N/A (Free),0.5492383063067557,High,0.0,Minimal (<$10),Upsell,0.0
PSN-00115,Free,0.0,N/A (Free),0.0262948374700415,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00116,Extra,5.881566164659228e-06,Low Risk,0.0408776109572344,Low,134.98920604738345,Medium ($50-150),Nurture,13.5
PSN-00117,Essential,0.9997913488679604,Critical,0.0364228845710641,Low,0.012516981411055941,Minimal (<$10),Monitor,0.0
PSN-00118,Essential,1.6749595672887126e-05,Low Risk,0.1747852135097541,Medium,59.988995191755585,Medium ($50-150),Nurture,6.0
PSN-00119,Essential,7.452097338078572e-06,Low Risk,0.1500182915826399,Medium,59.98955294868069,Medium ($50-150),Nurture,6.0
PSN-00120,Free,0.0,N/A (Free),0.1400373022083791,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00121,Essential,2.6931389036394303e-05,Low Risk,0.1079295051374736,Low,59.988384385971706,Medium ($50-150),Nurture,6.0
PSN-00122,Essential,7.034612713694975e-06,Low Risk,0.8476583569113312,Very High,79.9695077178023,Medium ($50-150),Upsell,8.0
PSN-00123,Free,0.0,N/A (Free),0.1682956559064412,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00124,Essential,1.0008827906344271e-05,Low Risk,0.9716557483365764,Very High,59.9893995704139,Medium ($50-150),Upsell,6.0
PSN-00125,Essential,0.9785916652799383,Critical,0.0095847315739621,Low,1.2842859998564984,Minimal (<$10),Monitor,0.13
PSN-00126,Essential,8.595803787573918e-06,Low Risk,0.624868740817141,High,119.98922646361716,Medium ($50-150),Upsell,12.0
PSN-00127,Essential,1.977835725791763e-06,Low Risk,0.9088133570416952,Very High,109.96983192352002,Medium ($50-150),Upsell,11.0
PSN-00128,Extra,1.4798412714244778e-05,Low Risk,0.8490774334388584,Very High,134.9880023622677,Medium ($50-150),Upsell,13.5
PSN-00129,Free,0.0,N/A (Free),0.1810126926790826,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00130,Essential,8.095231300124122e-06,Low Risk,0.8422705363923694,Very High,59.989514367074314,Medium ($50-150),Upsell,6.0
PSN-00131,Essential,0.2037908663411814,Medium Risk,0.0134393124704596,Low,47.76458592819253,Low ($10-50),Nurture,4.78
PSN-00132,Essential,1.1328124945040156e-05,Low Risk,0.1174819657949002,Low,59.98932042578455,Medium ($50-150),Nurture,6.0
PSN-00133,Essential,1.5272846568552427e-05,Low Risk,0.0505432968244242,Low,59.989083781934355,Medium ($50-150),Nurture,6.0
PSN-00134,Essential,1.5286477605642862e-05,Low Risk,0.189436008839649,Medium,59.98908296420844,Medium ($50-150),Nurture,6.0
PSN-00135,Extra,1.9178737106666843e-05,Low Risk,0.2911028734896309,Medium,144.9673153603798,Medium ($50-150),Nurture,14.5
PSN-00136,Essential,2.716709934211208e-05,Low Risk,0.6766459100216644,Very High,349.90443210298986,High ($150-500),Upsell,34.99
PSN-00137,Essential,1.481550038133014e-05,Low Risk,0.1331707761079694,Low,59.98911121813213,Medium ($50-150),Nurture,6.0
PSN-00138,Essential,1.897462396348365e-05,Low Risk,0.0698602610734549,Low,59.988861712308434,Medium ($50-150),Nurture,6.0
PSN-00139,Essential,6.701814902959319e-07,Low Risk,0.8184283998268418,Very High,69.96995645160676,Medium ($50-150),Upsell,7.0
PSN-00140,Essential,8.112055864836001e-06,Low Risk,0.0533186600483952,Low,79.96943231833058,Medium ($50-150),Nurture,8.0
PSN-00141,Essential,1.285220772593758e-05,Low Risk,0.2518801093370488,Medium,59.98922899605852,Medium ($50-150),Nurture,6.0
PSN-00142,Free,0.0,N/A (Free),0.0851594388619736,Low,119.98,Medium ($50-150),Nurture,12.0
PSN-00143,Essential,3.989950459805756e-05,Low Risk,0.0856262247190361,Low,59.98760642871917,Medium ($50-150),Nurture,6.0
PSN-00144,Essential,9.745622911480635e-06,Low Risk,0.1359881249828638,Low,59.989415360081544,Medium ($50-150),Nurture,6.0
PSN-00145,Extra,0.9995181228623872,Critical,0.0537000100028682,Low,0.06504859480635586,Minimal (<$10),Monitor,0.01
PSN-00146,Free,0.0,N/A (Free),0.4316273820254181,High,0.0,Minimal (<$10),Upsell,0.0
PSN-00147,Essential,1.4645114398823898e-05,Low Risk,0.0937778018019512,Low,59.989121439587215,Medium ($50-150),Nurture,6.0
PSN-00148,Free,0.0,N/A (Free),0.1285960819495686,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00149,Extra,7.217259896837908e-06,Low Risk,0.801239468049684,Very High,144.96898972795967,Medium ($50-150),Upsell,14.5
PSN-00150,Essential,1.047859671573659e-05,Low Risk,0.0272427462682471,Low,59.989371388983024,Medium ($50-150),Nurture,6.0
PSN-00151,Free,0.0,N/A (Free),0.0770333158125952,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00152,Extra,1.0300958839869071e-05,Low Risk,0.8135287507419329,Very High,134.9886094735662,Medium ($50-150),Upsell,13.5
PSN-00153,Extra,1.565609396997246e-05,Low Risk,0.0613310553423328,Low,134.987886583875,Medium ($50-150),Nurture,13.5
PSN-00154,Free,0.0,N/A (Free),0.4040778708596085,High,0.0,Minimal (<$10),Upsell,0.0
PSN-00155,Free,0.0,N/A (Free),0.0892154967198103,Low,69.98,Medium ($50-150),Nurture,7.0
PSN-00156,Extra,1.0386743354815072e-05,Low Risk,0.72172575533294,Very High,134.98859789351454,Medium ($50-150),Upsell,13.5
PSN-00157,Free,0.0,N/A (Free),0.138716460451716,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00158,Essential,0.9997370578568552,Critical,0.0173370481826868,Low,0.015773899167257605,Minimal (<$10),Monitor,0.0
PSN-00159,Essential,7.377771458486379e-06,Low Risk,0.1890189423578246,Medium,59.9895574074902,Medium ($50-150),Nurture,6.0
PSN-00160,Essential,2.042858937150236e-05,Low Risk,0.4894428402229719,High,59.98877448892361,Medium ($50-150),Upsell,6.0
PSN-00161,Free,0.0,N/A (Free),0.017373942466477,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00162,Essential,1.3256975047131498e-06,Low Risk,0.4885562337874339,High,59.9899204714067,Medium ($50-150),Upsell,6.0
PSN-00163,Essential,1.060156655930404e-05,Low Risk,0.920351568415702,Very High,59.98936401202211,Medium ($50-150),Upsell,6.0
PSN-00164,Essential,1.0115406994350724e-05,Low Risk,0.055814699372314,Low,59.98939317673441,Medium ($50-150),Nurture,6.0
PSN-00165,Free,0.0,N/A (Free),0.0765200308123227,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00166,Free,0.0,N/A (Free),0.0642871796021257,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00167,Essential,1.1896050142606758e-05,Low Risk,0.0530565896238731,Low,59.98928635595195,Medium ($50-150),Nurture,6.0
PSN-00168,Extra,5.153499041891739e-06,Low Risk,0.3775533022253872,Medium,134.98930432916436,Medium ($50-150),Nurture,13.5
PSN-00169,Extra,3.306103449821404e-05,Low Risk,0.1146790697606032,Low,274.9432234797589,High ($150-500),Nurture,27.49
PSN-00170,Free,0.0,N/A (Free),0.7093399271267969,Very High,40.0,Low ($10-50),Upsell,4.0
PSN-00171,Essential,0.999963651216456,Critical,0.1653657177929894,Medium,0.0021805635248028387,Minimal (<$10),Monitor,0.0
PSN-00172,Essential,2.7708377595501917e-05,Low Risk,0.6779330867280328,Very High,69.96819950962384,Medium ($50-150),Upsell,7.0
PSN-00173,Premium,0.9978866891297672,Critical,0.025984923944818,Low,110.53048826941934,Medium ($50-150),Retain Critical,11.05
PSN-00174,Essential,8.244347574776922e-06,Low Risk,0.8262687400208067,Very High,84.98940236724431,Medium ($50-150),Upsell,8.5
PSN-00175,Essential,9.048051304308716e-06,Low Risk,0.9809555805414336,Very High,119.98918576586311,Medium ($50-150),Upsell,12.0
PSN-00176,Free,0.0,N/A (Free),0.1945008175615056,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00177,Extra,1.2207438057978695e-05,Low Risk,0.4105736569063662,High,274.9274979634956,High ($150-500),Upsell,27.49
PSN-00178,Free,0.0,N/A (Free),0.0325695754716628,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00179,Essential,0.9998417804370858,Critical,0.0161277541570761,Low,0.009491591579221342,Minimal (<$10),Monitor,0.0
PSN-00180,Free,0.0,N/A (Free),0.015778379135095,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00181,Essential,0.1470552188480608,Low Risk,0.0145679626315259,Low,51.168157421304834,Medium ($50-150),Nurture,5.12
PSN-00182,Essential,0.9999451878355308,Critical,0.049161011635318,Low,0.0032881817465091803,Minimal (<$10),Monitor,0.0
PSN-00183,Extra,7.96278758629511e-06,Low Risk,0.7018049151955458,Very High,218.968590745853,High ($150-500),Upsell,21.9
PSN-00184,Free,0.0,N/A (Free),0.0320871213407889,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00185,Essential,9.57273635005723e-06,Low Risk,0.248232552857927,Medium,59.98942573154636,Medium ($50-150),Nurture,6.0
PSN-00186,Extra,8.381563824816049e-07,Low Risk,0.0611187976432218,Low,134.98988685726994,Medium ($50-150),Nurture,13.5
PSN-00187,Free,0.0,N/A (Free),0.8349979415272648,Very High,179.96,High ($150-500),Upsell,18.0
PSN-00188,Essential,0.990946575167067,Critical,0.0098461978626484,Low,0.5431149557276527,Minimal (<$10),Monitor,0.05
PSN-00189,Essential,4.429695699976419e-06,Low Risk,0.8512078369190398,Very High,99.9696457129379,Medium ($50-150),Upsell,10.0
PSN-00190,Free,0.0,N/A (Free),0.2867439756318703,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00191,Extra,2.428750798457566e-06,Low Risk,0.8653279202699895,Very High,134.98967214292972,Medium ($50-150),Upsell,13.5
PSN-00192,Essential,7.707900999259736e-06,Low Risk,0.6240816800512137,High,59.98953760301906,Medium ($50-150),Upsell,6.0
PSN-00193,Essential,0.0001657940288202,Low Risk,0.015328140629461,Low,59.98005401621108,Medium ($50-150),Nurture,6.0
PSN-00194,Premium,7.91878248628938e-06,Low Risk,0.7539764707077276,Very High,219.90849582726673,High ($150-500),Upsell,21.99
PSN-00195,Extra,8.710896806246175e-06,Low Risk,0.7383002854990037,Very High,194.98856278913595,High ($150-500),Upsell,19.5
PSN-00196,Free,0.0,N/A (Free),0.1315974255593234,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00197,Free,0.0,N/A (Free),0.0129905783430578,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00198,Free,0.0,N/A (Free),0.3815485739292969,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00199,Essential,2.0193017598911187e-05,Low Risk,0.4168094099240772,High,129.96808206718845,Medium ($50-150),Upsell,13.0
PSN-00200,Extra,1.299591356208482e-05,Low Risk,0.0445008217220738,Low,134.98824568162826,Medium ($50-150),Nurture,13.5
PSN-00201,Essential,2.1328624708467803e-05,Low Risk,0.0723015772919495,Low,69.96861406596645,Medium ($50-150),Nurture,7.0
PSN-00202,Free,0.0,N/A (Free),0.0613361953570937,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00203,Essential,7.509304606815451e-06,Low Risk,0.6766200277860563,Very High,99.96939940581754,Medium ($50-150),Upsell,10.0
PSN-00204,Essential,9.63974314889014e-06,Low Risk,0.4580545760718597,High,59.9894217118085,Medium ($50-150),Upsell,6.0
PSN-00205,Essential,0.9743834591471184,Critical,0.0109360635421866,Low,1.5367362857643652,Minimal (<$10),Monitor,0.15
PSN-00206,Essential,3.321929077408793e-05,Low Risk,0.6465120414592416,High,129.96684483176227,Medium ($50-150),Upsell,13.0
PSN-00207,Free,0.0,N/A (Free),0.2072090858356866,Medium,0.0,Minimal (<$10),Monitor,0.0
PSN-00208,Extra,1.7112341688279038e-05,Low Risk,0.9221332381802482,Very High,134.9876900049955,Medium ($50-150),Upsell,13.5
PSN-00209,Essential,0.9999125296937538,Critical,0.1405251163997631,Low,0.005247343671711277,Minimal (<$10),Monitor,0.0
PSN-00210,Essential,5.777251450642571e-06,Low Risk,0.0649844879594223,Low,59.98965342268548,Medium ($50-150),Nurture,6.0
PSN-00211,Essential,1.6281932631544057e-05,Low Risk,0.0460047209495841,Low,59.989023246861436,Medium ($50-150),Nurture,6.0
PSN-00212,Essential,6.7474585816309936e-06,Low Risk,0.1000937415080998,Low,59.98959521995969,Medium ($50-150),Nurture,6.0
PSN-00213,Free,0.0,N/A (Free),0.0634174821962968,Low,0.0,Minimal (<$10),Monitor,0.0
PSN-00214,Essential,0.9998775657543956,Critical,0.0602119605222984,Low,0.007344830393809773,Minimal (<$10),Monitor,0.0
PSN-00215,Essential,0.9999083146855182,Critical,0.0317511457800674,Low,0.0055002020157621,Minimal (<$10),Monitor,0.0
PSN-00216,Extra,3.1032759195555825e-05,Low Risk,0.8099841036298673,Very High,134.9858108878362,Medium ($50-150),Upsell,13.5
PSN-00217,Essential,0.9999529397327536,Critical,0.259078595526791,Medium,0.0028231454321136274,Minimal (<$10),Monitor,0.0
PSN-00218,Essential,0.7138947035517829,Critical,0.011175740528985,Low,17.163456733928548,Low ($10-50),Monitor,1.72
PSN-00219,Extra,7.814724909537319e-07,Low Risk,0.0375596930384329,Low,134.98989450902846,Medium ($50-150),Nurture,13.5
